gender,body_type,season,occasion,fabrics
Men,V-Shape,Winter,Gym/Sport,Twill
Men,Triangle,Winter,Party,Cotton
Men,Apple,Autumn,Gym/Sport,Cotton
Men,Rectangle,Summer,Business,Linen
Men,Rectangle,Spring,Ethnic,Wool
Women,Rectangle,Winter,Gym/Sport,Velvet
Women,Triangle,Autumn,Party,Velvet
Women,Triangle,Autumn,Party,Denim
Men,V-Shape,Spring,Ethnic,Cotton
Men,V-Shape,Autumn,Party,Denim
Women,Hourglass,Spring,Business,Satin
Women,Hourglass,Summer,Business,Cotton
Men,Apple,Spring,Party,Cotton
Men,Rectangle,Autumn,Business,Wool
Men,Triangle,Spring,Ethnic,Linen
Women,Hourglass,Winter,Party,Linen
Women,Hourglass,Spring,Business,Linen
Men,Apple,Summer,Ethnic,Polyester
Men,Rectangle,Spring,Casual,Wool
Women,Rectangle,Winter,Ethnic,Rayon
Women,Hourglass,Spring,Gym/Sport,Chiffon
Women,Triangle,Summer,Party,Satin
Men,Triangle,Autumn,Ethnic,Linen
Men,Rectangle,Spring,Party,Wool
Women,Inverted Triangle,Summer,Ethnic,Denim
Men,Apple,Autumn,Ethnic,Wool
Women,Rectangle,Winter,Ethnic,Satin
Men,Triangle,Winter,Ethnic,Twill
Women,Triangle,Winter,Casual,Satin
Men,V-Shape,Autumn,Ethnic,Twill
Women,Triangle,Winter,Casual,Cotton
Men,Rectangle,Summer,Party,Wool
Women,Inverted Triangle,Summer,Party,Chiffon
Men,Rectangle,Autumn,Business,Linen
Men,V-Shape,Summer,Ethnic,Twill
Women,Round,Summer,Ethnic,Silk
Women,Triangle,Spring,Ethnic,Silk
Men,Triangle,Winter,Gym/Sport,Linen
Women,Inverted Triangle,Autumn,Gym/Sport,Rayon
Men,Apple,Winter,Gym/Sport,Polyester
Women,Rectangle,Spring,Party,Velvet
Women,Triangle,Summer,Business,Chiffon
Women,Inverted Triangle,Winter,Party,Denim
Men,Triangle,Spring,Casual,Cotton
Women,Inverted Triangle,Spring,Casual,Silk
Women,Hourglass,Autumn,Business,Velvet
Men,Rectangle,Summer,Gym/Sport,Denim
Men,Apple,Spring,Business,Polyester
Women,Hourglass,Winter,Gym/Sport,Rayon
Women,Inverted Triangle,Summer,Gym/Sport,Velvet
Men,Apple,Summer,Ethnic,Linen
Women,Hourglass,Spring,Casual,Linen
Men,Triangle,Winter,Business,Polyester
Men,V-Shape,Summer,Casual,Denim
Women,Inverted Triangle,Winter,Party,Linen
Women,Rectangle,Spring,Business,Chiffon
Women,Triangle,Winter,Ethnic,Chiffon
Men,Apple,Summer,Casual,Twill
Men,Rectangle,Spring,Gym/Sport,Cotton
Women,Triangle,Summer,Ethnic,Denim
Women,Triangle,Summer,Casual,Silk
Women,Round,Spring,Ethnic,Rayon
Men,Rectangle,Summer,Party,Linen
Men,V-Shape,Spring,Business,Cotton
Women,Inverted Triangle,Spring,Ethnic,Velvet
Men,Triangle,Spring,Ethnic,Linen
Women,Triangle,Winter,Business,Velvet
Men,Apple,Spring,Gym/Sport,Denim
Men,Triangle,Winter,Gym/Sport,Polyester
Men,Triangle,Summer,Ethnic,Twill
Women,Rectangle,Autumn,Ethnic,Velvet
Women,Rectangle,Spring,Business,Linen
Women,Hourglass,Spring,Ethnic,Chiffon
Men,Triangle,Spring,Gym/Sport,Polyester
Women,Triangle,Winter,Gym/Sport,Denim
Men,V-Shape,Summer,Party,Cotton
Women,Round,Autumn,Business,Cotton
Women,Hourglass,Summer,Gym/Sport,Satin
Women,Rectangle,Winter,Casual,Velvet
Women,Hourglass,Autumn,Business,Cotton
Men,V-Shape,Winter,Gym/Sport,Polyester
Women,Hourglass,Summer,Gym/Sport,Rayon
Men,Apple,Spring,Business,Polyester
Men,Apple,Winter,Gym/Sport,Cotton
Women,Round,Summer,Business,Silk
Men,Triangle,Spring,Party,Denim
Women,Hourglass,Summer,Business,Linen
Women,Triangle,Summer,Casual,Chiffon
Men,Apple,Autumn,Business,Wool
Men,V-Shape,Summer,Gym/Sport,Denim
Women,Triangle,Autumn,Casual,Denim
Men,Apple,Spring,Party,Wool
Men,V-Shape,Summer,Casual,Denim
Women,Inverted Triangle,Spring,Ethnic,Linen
Men,Rectangle,Autumn,Party,Twill
Women,Triangle,Spring,Ethnic,Rayon
Men,Triangle,Summer,Business,Wool
Men,Apple,Autumn,Gym/Sport,Polyester
Women,Inverted Triangle,Autumn,Business,Chiffon
Women,Round,Autumn,Gym/Sport,Rayon
Men,Rectangle,Winter,Business,Denim
Men,Rectangle,Spring,Gym/Sport,Denim
Men,Rectangle,Spring,Casual,Denim
Men,Rectangle,Spring,Ethnic,Polyester
Men,Apple,Winter,Gym/Sport,Cotton
Women,Round,Spring,Business,Denim
Women,Triangle,Winter,Casual,Velvet
Men,Triangle,Autumn,Casual,Cotton
Men,Apple,Spring,Party,Denim
Men,Rectangle,Summer,Party,Linen
Women,Rectangle,Spring,Business,Rayon
Men,Apple,Autumn,Party,Polyester
Men,V-Shape,Spring,Business,Polyester
Men,Apple,Spring,Gym/Sport,Denim
Women,Rectangle,Autumn,Ethnic,Denim
Women,Rectangle,Autumn,Gym/Sport,Velvet
Men,Apple,Summer,Gym/Sport,Linen
Men,Apple,Summer,Casual,Twill
Women,Triangle,Winter,Casual,Linen
Women,Rectangle,Autumn,Gym/Sport,Linen
Women,Triangle,Summer,Business,Rayon
Women,Rectangle,Summer,Business,Chiffon
Women,Rectangle,Winter,Casual,Satin
Men,Rectangle,Autumn,Ethnic,Polyester
Men,V-Shape,Summer,Ethnic,Wool
Women,Rectangle,Autumn,Party,Cotton
Men,Triangle,Winter,Casual,Cotton
Men,Rectangle,Spring,Business,Wool
Men,V-Shape,Summer,Casual,Wool
Women,Round,Summer,Gym/Sport,Linen
Men,Rectangle,Summer,Business,Linen
Men,Apple,Spring,Ethnic,Twill
Men,V-Shape,Winter,Party,Cotton
Women,Triangle,Summer,Casual,Rayon
Women,Rectangle,Spring,Party,Cotton
Women,Inverted Triangle,Summer,Business,Silk
Men,Apple,Summer,Party,Denim
Women,Hourglass,Spring,Casual,Linen
Women,Hourglass,Summer,Business,Chiffon
Women,Triangle,Spring,Ethnic,Rayon
Women,Round,Spring,Ethnic,Chiffon
Women,Triangle,Winter,Business,Cotton
Women,Hourglass,Summer,Ethnic,Cotton
Men,V-Shape,Spring,Casual,Cotton
Men,Apple,Autumn,Ethnic,Wool
Women,Inverted Triangle,Autumn,Gym/Sport,Satin
Men,Rectangle,Summer,Party,Polyester
Men,V-Shape,Winter,Business,Denim
Women,Hourglass,Winter,Party,Satin
Women,Hourglass,Autumn,Party,Velvet
Men,Rectangle,Summer,Gym/Sport,Twill
Women,Rectangle,Autumn,Party,Velvet
Women,Rectangle,Autumn,Gym/Sport,Satin
Women,Inverted Triangle,Summer,Business,Rayon
Men,Triangle,Winter,Ethnic,Wool
Women,Inverted Triangle,Winter,Gym/Sport,Denim
Men,Apple,Summer,Ethnic,Twill
Women,Triangle,Winter,Casual,Denim
Men,Triangle,Spring,Gym/Sport,Cotton
Men,Triangle,Summer,Party,Wool
Women,Hourglass,Winter,Ethnic,Cotton
Men,Triangle,Autumn,Casual,Linen
Men,V-Shape,Winter,Ethnic,Twill
Men,Apple,Summer,Casual,Linen
Men,Triangle,Summer,Casual,Linen
Women,Round,Summer,Party,Cotton
Men,Apple,Spring,Casual,Wool
Men,V-Shape,Spring,Casual,Denim
Women,Triangle,Autumn,Gym/Sport,Cotton
Women,Rectangle,Summer,Business,Cotton
Women,Inverted Triangle,Autumn,Casual,Denim
Women,Triangle,Winter,Business,Denim
Women,Hourglass,Autumn,Business,Satin
Women,Rectangle,Spring,Gym/Sport,Satin
Men,Triangle,Spring,Party,Denim
Women,Rectangle,Spring,Party,Velvet
Women,Round,Summer,Party,Velvet
Men,Apple,Winter,Casual,Polyester
Men,Rectangle,Winter,Gym/Sport,Polyester
Women,Rectangle,Summer,Business,Cotton
Women,Inverted Triangle,Winter,Business,Rayon
Women,Triangle,Winter,Ethnic,Chiffon
Women,Hourglass,Autumn,Casual,Denim
Men,Triangle,Winter,Business,Twill
Women,Hourglass,Summer,Gym/Sport,Rayon
Men,Apple,Spring,Gym/Sport,Cotton
Men,V-Shape,Summer,Casual,Linen
Women,Round,Winter,Casual,Linen
Women,Rectangle,Winter,Ethnic,Rayon
Men,Rectangle,Autumn,Casual,Polyester
Men,Triangle,Winter,Gym/Sport,Polyester
Men,Rectangle,Summer,Gym/Sport,Linen
Women,Hourglass,Autumn,Business,Cotton
Women,Rectangle,Summer,Party,Linen
Men,Triangle,Autumn,Business,Denim
Men,V-Shape,Summer,Party,Wool
Women,Hourglass,Winter,Party,Denim
Men,Triangle,Autumn,Business,Linen
Women,Hourglass,Spring,Business,Cotton
Men,Apple,Winter,Business,Wool
Women,Round,Winter,Casual,Rayon
Women,Rectangle,Spring,Business,Velvet
Women,Hourglass,Winter,Casual,Denim
Men,Triangle,Autumn,Party,Wool
Men,Rectangle,Summer,Casual,Cotton
Men,Triangle,Spring,Casual,Twill
Men,Triangle,Autumn,Party,Linen
Women,Triangle,Summer,Business,Velvet
Women,Hourglass,Spring,Party,Cotton
Women,Hourglass,Summer,Party,Velvet
Women,Rectangle,Winter,Casual,Silk
Women,Triangle,Winter,Business,Denim
Women,Hourglass,Winter,Casual,Denim
Women,Triangle,Winter,Party,Linen
Men,Rectangle,Winter,Ethnic,Twill
Men,Rectangle,Winter,Ethnic,Wool
Women,Round,Autumn,Party,Silk
Women,Rectangle,Winter,Ethnic,Rayon
Women,Triangle,Summer,Party,Linen
Women,Triangle,Summer,Party,Silk
Men,Apple,Winter,Gym/Sport,Linen
Women,Hourglass,Winter,Business,Cotton
Men,Triangle,Spring,Business,Cotton
Men,Rectangle,Winter,Casual,Polyester
Men,Triangle,Autumn,Gym/Sport,Twill
Men,Triangle,Summer,Party,Denim
Men,V-Shape,Spring,Gym/Sport,Denim
Men,Triangle,Winter,Business,Twill
Women,Hourglass,Winter,Party,Linen
Women,Hourglass,Autumn,Casual,Cotton
Women,Triangle,Autumn,Gym/Sport,Chiffon
Men,V-Shape,Autumn,Party,Cotton
Men,Triangle,Summer,Casual,Polyester
Men,Apple,Spring,Gym/Sport,Twill
Men,Apple,Spring,Casual,Polyester
Women,Triangle,Summer,Gym/Sport,Linen
Women,Hourglass,Winter,Gym/Sport,Linen
Men,Rectangle,Winter,Gym/Sport,Wool
Men,Triangle,Winter,Ethnic,Cotton
Women,Inverted Triangle,Spring,Party,Rayon
Men,Rectangle,Autumn,Party,Twill
Men,Rectangle,Spring,Ethnic,Cotton
Women,Hourglass,Summer,Business,Linen
Women,Inverted Triangle,Spring,Gym/Sport,Rayon
Men,Rectangle,Spring,Casual,Polyester
Men,V-Shape,Winter,Gym/Sport,Polyester
Men,V-Shape,Autumn,Business,Polyester
Women,Triangle,Autumn,Business,Linen
Women,Round,Summer,Party,Linen
Men,Rectangle,Winter,Gym/Sport,Denim
Women,Hourglass,Autumn,Gym/Sport,Rayon
Women,Inverted Triangle,Spring,Business,Satin
Men,V-Shape,Autumn,Gym/Sport,Cotton
Women,Inverted Triangle,Autumn,Business,Linen
Men,Apple,Summer,Business,Linen
Women,Hourglass,Spring,Party,Chiffon
Women,Round,Winter,Gym/Sport,Velvet
Men,V-Shape,Autumn,Business,Linen
Men,Triangle,Winter,Business,Cotton
Men,Apple,Summer,Gym/Sport,Wool
Women,Triangle,Spring,Party,Rayon
Women,Hourglass,Autumn,Casual,Rayon
Men,V-Shape,Summer,Party,Cotton
Women,Triangle,Autumn,Gym/Sport,Rayon
Men,Rectangle,Spring,Gym/Sport,Polyester
Women,Rectangle,Spring,Gym/Sport,Chiffon
Men,Apple,Spring,Casual,Wool
Men,Rectangle,Spring,Gym/Sport,Twill
Men,Triangle,Summer,Business,Denim
Men,Triangle,Spring,Party,Polyester
Women,Round,Spring,Business,Velvet
Women,Rectangle,Summer,Party,Velvet
Men,Triangle,Autumn,Ethnic,Denim
Women,Inverted Triangle,Autumn,Business,Denim
Women,Rectangle,Summer,Casual,Denim
Men,Apple,Summer,Party,Twill
Women,Inverted Triangle,Summer,Gym/Sport,Velvet
Men,V-Shape,Summer,Party,Polyester
Men,Triangle,Spring,Gym/Sport,Polyester
Women,Hourglass,Winter,Business,Denim
Women,Triangle,Autumn,Casual,Velvet
Men,V-Shape,Winter,Business,Polyester
Men,Rectangle,Autumn,Business,Wool
Women,Round,Summer,Party,Denim
Men,Rectangle,Winter,Ethnic,Linen
Women,Rectangle,Autumn,Gym/Sport,Chiffon
Men,Triangle,Autumn,Ethnic,Linen
Women,Rectangle,Winter,Business,Cotton
Men,Apple,Summer,Party,Cotton
Men,Rectangle,Summer,Business,Denim
Women,Hourglass,Winter,Business,Silk
Men,V-Shape,Spring,Ethnic,Denim
Women,Inverted Triangle,Summer,Casual,Rayon
Men,Triangle,Spring,Casual,Cotton
Women,Round,Spring,Casual,Silk
Women,Triangle,Autumn,Party,Satin
Women,Inverted Triangle,Winter,Ethnic,Silk
Men,Apple,Spring,Casual,Denim
Women,Rectangle,Winter,Business,Cotton
Women,Triangle,Winter,Ethnic,Satin
Women,Hourglass,Winter,Business,Velvet
Women,Round,Summer,Party,Silk
Women,Triangle,Spring,Party,Satin
Men,Apple,Spring,Party,Denim
Men,Rectangle,Summer,Ethnic,Linen
Men,V-Shape,Winter,Casual,Linen
Women,Round,Summer,Business,Rayon
Men,Apple,Winter,Ethnic,Cotton
Men,Triangle,Autumn,Gym/Sport,Twill
Men,Apple,Winter,Party,Polyester
Men,Triangle,Autumn,Ethnic,Cotton
Men,Rectangle,Summer,Casual,Twill
Women,Rectangle,Autumn,Party,Denim
Women,Rectangle,Autumn,Ethnic,Velvet
Men,Triangle,Spring,Ethnic,Cotton
Men,Triangle,Autumn,Gym/Sport,Denim
Women,Triangle,Winter,Casual,Velvet
Men,Apple,Spring,Business,Polyester
Men,Triangle,Summer,Casual,Linen
Men,Apple,Spring,Gym/Sport,Cotton
Men,V-Shape,Autumn,Casual,Polyester
Women,Inverted Triangle,Autumn,Gym/Sport,Denim
Men,Triangle,Winter,Casual,Twill
Women,Hourglass,Summer,Business,Satin
Women,Rectangle,Spring,Gym/Sport,Rayon
Men,Rectangle,Spring,Business,Wool
Men,Rectangle,Winter,Business,Wool
Women,Triangle,Spring,Casual,Rayon
Men,V-Shape,Winter,Gym/Sport,Linen
Women,Inverted Triangle,Autumn,Ethnic,Denim
Women,Hourglass,Winter,Gym/Sport,Cotton
Men,Apple,Summer,Party,Cotton
Women,Hourglass,Winter,Party,Rayon
Women,Hourglass,Summer,Business,Linen
Men,V-Shape,Summer,Business,Twill
Women,Inverted Triangle,Autumn,Party,Velvet
Women,Inverted Triangle,Spring,Gym/Sport,Denim
Men,Triangle,Spring,Party,Linen
Women,Rectangle,Autumn,Business,Denim
Men,Rectangle,Autumn,Ethnic,Linen
Men,Triangle,Summer,Party,Denim
Men,Rectangle,Summer,Ethnic,Linen
Women,Hourglass,Autumn,Ethnic,Linen
Women,Inverted Triangle,Spring,Casual,Chiffon
Women,Rectangle,Winter,Party,Rayon
Men,V-Shape,Summer,Ethnic,Linen
Men,Triangle,Summer,Business,Denim
Women,Round,Autumn,Business,Satin
Women,Round,Summer,Gym/Sport,Velvet
Women,Inverted Triangle,Autumn,Casual,Velvet
Men,Rectangle,Spring,Party,Denim
Women,Round,Winter,Gym/Sport,Chiffon
Women,Rectangle,Autumn,Business,Silk
Women,Hourglass,Winter,Party,Denim
Men,Rectangle,Spring,Casual,Wool
Women,Round,Winter,Business,Rayon
Women,Triangle,Winter,Casual,Chiffon
Women,Triangle,Summer,Gym/Sport,Linen
Women,Hourglass,Spring,Party,Rayon
Men,Rectangle,Winter,Casual,Cotton
Women,Inverted Triangle,Summer,Ethnic,Chiffon
Women,Inverted Triangle,Winter,Casual,Velvet
Women,Rectangle,Autumn,Casual,Velvet
Women,Triangle,Autumn,Casual,Chiffon
Women,Triangle,Summer,Gym/Sport,Satin
Men,Rectangle,Winter,Gym/Sport,Wool
Men,Triangle,Winter,Business,Polyester
Women,Rectangle,Autumn,Party,Cotton
Women,Round,Winter,Ethnic,Velvet
Men,Rectangle,Autumn,Gym/Sport,Wool
Women,Round,Spring,Ethnic,Rayon
Men,Rectangle,Summer,Party,Denim
Women,Inverted Triangle,Autumn,Party,Denim
Men,V-Shape,Spring,Ethnic,Cotton
Women,Triangle,Autumn,Ethnic,Chiffon
Men,Apple,Autumn,Casual,Denim
Men,Rectangle,Winter,Gym/Sport,Linen
Women,Round,Spring,Business,Chiffon
Women,Rectangle,Autumn,Casual,Denim
Men,Triangle,Autumn,Casual,Twill
Men,Triangle,Summer,Casual,Denim
Women,Inverted Triangle,Summer,Casual,Velvet
Women,Rectangle,Spring,Gym/Sport,Chiffon
Men,Apple,Winter,Business,Wool
Women,Hourglass,Spring,Casual,Rayon
Women,Round,Autumn,Party,Chiffon
Men,Triangle,Summer,Business,Polyester
Men,Triangle,Autumn,Gym/Sport,Twill
Men,V-Shape,Autumn,Party,Denim
Women,Triangle,Winter,Ethnic,Cotton
Women,Round,Spring,Ethnic,Velvet
Men,Triangle,Winter,Ethnic,Linen
Women,Rectangle,Winter,Business,Denim
Women,Inverted Triangle,Spring,Business,Velvet
Women,Triangle,Winter,Gym/Sport,Silk
Men,Triangle,Winter,Business,Twill
Women,Triangle,Autumn,Gym/Sport,Satin
Men,Apple,Spring,Ethnic,Denim
Men,Triangle,Winter,Business,Denim
Women,Round,Spring,Gym/Sport,Rayon
Women,Inverted Triangle,Winter,Gym/Sport,Cotton
Women,Rectangle,Autumn,Casual,Silk
Women,Hourglass,Spring,Gym/Sport,Cotton
Men,Triangle,Spring,Party,Wool
Men,V-Shape,Summer,Business,Cotton
Men,Apple,Winter,Gym/Sport,Denim
Women,Round,Autumn,Ethnic,Chiffon
Men,Apple,Winter,Party,Wool
Women,Triangle,Winter,Gym/Sport,Linen
Men,V-Shape,Autumn,Gym/Sport,Linen
Men,Triangle,Autumn,Casual,Twill
Men,Triangle,Winter,Ethnic,Wool
Women,Rectangle,Winter,Ethnic,Linen
Women,Inverted Triangle,Spring,Business,Velvet
Women,Inverted Triangle,Summer,Business,Chiffon
Men,V-Shape,Autumn,Party,Polyester
Men,Apple,Spring,Business,Cotton
Men,Apple,Summer,Business,Cotton
Women,Hourglass,Summer,Ethnic,Silk
Women,Triangle,Autumn,Party,Chiffon
Men,Rectangle,Spring,Casual,Linen
Women,Rectangle,Summer,Business,Denim
Women,Triangle,Autumn,Ethnic,Velvet
Women,Rectangle,Spring,Gym/Sport,Rayon
Women,Round,Autumn,Party,Denim
Women,Triangle,Spring,Casual,Silk
Men,Triangle,Winter,Casual,Linen
Men,Rectangle,Winter,Casual,Cotton
Women,Rectangle,Autumn,Casual,Silk
Women,Rectangle,Spring,Ethnic,Chiffon
Men,V-Shape,Autumn,Party,Cotton
Men,Apple,Autumn,Ethnic,Twill
Men,Apple,Winter,Party,Linen
Women,Round,Summer,Business,Chiffon
Men,V-Shape,Winter,Business,Twill
Women,Round,Summer,Casual,Cotton
Women,Triangle,Summer,Gym/Sport,Linen
Men,Apple,Winter,Gym/Sport,Linen
Men,Triangle,Summer,Casual,Twill
Men,Rectangle,Spring,Casual,Twill
Women,Inverted Triangle,Winter,Gym/Sport,Linen
Women,Rectangle,Winter,Casual,Linen
Women,Round,Summer,Ethnic,Denim
Men,Apple,Spring,Party,Denim
Men,Apple,Summer,Casual,Twill
Women,Rectangle,Winter,Casual,Chiffon
Men,V-Shape,Summer,Gym/Sport,Polyester
Men,Triangle,Spring,Ethnic,Polyester
Men,Apple,Spring,Ethnic,Denim
Women,Round,Summer,Party,Silk
Women,Rectangle,Spring,Ethnic,Satin
Women,Hourglass,Winter,Casual,Silk
Women,Round,Autumn,Party,Denim
Women,Triangle,Spring,Business,Chiffon
Women,Rectangle,Summer,Party,Rayon
Men,Rectangle,Winter,Gym/Sport,Wool
Women,Hourglass,Autumn,Casual,Chiffon
Men,Apple,Spring,Party,Twill
Men,Triangle,Winter,Ethnic,Denim
Men,Apple,Autumn,Party,Wool
Women,Inverted Triangle,Winter,Casual,Satin
Women,Hourglass,Winter,Ethnic,Cotton
Women,Rectangle,Spring,Gym/Sport,Cotton
Men,Triangle,Winter,Casual,Polyester
Women,Inverted Triangle,Spring,Gym/Sport,Velvet
Women,Round,Summer,Ethnic,Velvet
Women,Rectangle,Spring,Party,Chiffon
Men,Apple,Summer,Business,Twill
Men,V-Shape,Autumn,Party,Wool
Women,Inverted Triangle,Winter,Ethnic,Chiffon
Men,Rectangle,Autumn,Business,Polyester
Women,Hourglass,Spring,Casual,Velvet
Men,Rectangle,Winter,Party,Polyester
Men,Apple,Spring,Casual,Cotton
Men,Triangle,Autumn,Casual,Denim
Men,V-Shape,Autumn,Ethnic,Denim
Men,Triangle,Winter,Ethnic,Linen
Women,Hourglass,Autumn,Casual,Linen
Men,Apple,Summer,Party,Denim
Women,Inverted Triangle,Winter,Gym/Sport,Rayon
Men,V-Shape,Winter,Casual,Polyester
Men,Rectangle,Autumn,Ethnic,Denim
Men,V-Shape,Winter,Party,Wool
Men,V-Shape,Summer,Casual,Twill
Women,Round,Summer,Casual,Silk
Men,Rectangle,Autumn,Business,Wool
Men,V-Shape,Summer,Casual,Cotton
Women,Hourglass,Summer,Party,Satin
Women,Hourglass,Winter,Casual,Linen
Women,Triangle,Autumn,Casual,Chiffon
Women,Inverted Triangle,Spring,Business,Silk
Women,Round,Autumn,Casual,Rayon
Men,Apple,Summer,Gym/Sport,Polyester
Women,Rectangle,Spring,Ethnic,Linen
Women,Hourglass,Winter,Party,Rayon
Men,Apple,Autumn,Gym/Sport,Twill
Women,Inverted Triangle,Autumn,Gym/Sport,Denim
Men,Rectangle,Winter,Gym/Sport,Polyester
Women,Triangle,Summer,Casual,Chiffon
Women,Rectangle,Winter,Ethnic,Linen
Men,Apple,Spring,Ethnic,Cotton
Women,Inverted Triangle,Summer,Ethnic,Linen
Men,Rectangle,Spring,Business,Cotton
Women,Triangle,Spring,Business,Cotton
Men,Rectangle,Autumn,Ethnic,Polyester
Women,Inverted Triangle,Spring,Casual,Silk
Women,Hourglass,Autumn,Party,Rayon
Women,Rectangle,Autumn,Ethnic,Chiffon
Women,Rectangle,Winter,Casual,Cotton
Men,Rectangle,Spring,Business,Wool
Women,Hourglass,Summer,Casual,Denim
Women,Round,Spring,Party,Denim
Men,V-Shape,Summer,Gym/Sport,Twill
Men,Rectangle,Spring,Business,Twill
Men,Apple,Spring,Ethnic,Cotton
Women,Hourglass,Autumn,Casual,Denim
Women,Triangle,Winter,Gym/Sport,Rayon
Women,Inverted Triangle,Autumn,Business,Denim
Men,Triangle,Winter,Ethnic,Denim
Women,Hourglass,Spring,Ethnic,Linen
Women,Triangle,Autumn,Casual,Satin
Women,Round,Spring,Gym/Sport,Cotton
Women,Triangle,Spring,Party,Chiffon
Women,Round,Spring,Business,Denim
Men,V-Shape,Summer,Business,Cotton
Men,Triangle,Winter,Gym/Sport,Twill
Men,Triangle,Spring,Business,Cotton
Women,Triangle,Winter,Party,Cotton
Women,Rectangle,Winter,Ethnic,Chiffon
Men,Triangle,Autumn,Ethnic,Polyester
Women,Hourglass,Summer,Business,Denim
Women,Triangle,Winter,Gym/Sport,Velvet
Women,Round,Spring,Gym/Sport,Chiffon
Men,Rectangle,Autumn,Business,Polyester
Men,Rectangle,Summer,Party,Denim
Men,Apple,Spring,Business,Cotton
Men,V-Shape,Summer,Casual,Twill
Men,Triangle,Winter,Gym/Sport,Wool
Men,Apple,Autumn,Ethnic,Denim
Men,Rectangle,Summer,Ethnic,Wool
Women,Triangle,Winter,Business,Cotton
Women,Triangle,Spring,Gym/Sport,Cotton
Women,Triangle,Winter,Ethnic,Satin
Men,Apple,Winter,Casual,Linen
Women,Triangle,Winter,Business,Velvet
Men,V-Shape,Spring,Casual,Twill
Women,Inverted Triangle,Spring,Party,Rayon
Men,Rectangle,Spring,Business,Polyester
Women,Triangle,Spring,Business,Silk
Men,Rectangle,Spring,Gym/Sport,Denim
Women,Inverted Triangle,Spring,Casual,Denim
Men,Rectangle,Autumn,Business,Polyester
Men,V-Shape,Summer,Business,Denim
Women,Hourglass,Winter,Party,Chiffon
Men,Rectangle,Autumn,Gym/Sport,Wool
Women,Triangle,Summer,Gym/Sport,Chiffon
Women,Rectangle,Summer,Casual,Velvet
Women,Inverted Triangle,Autumn,Gym/Sport,Satin
Men,Rectangle,Spring,Ethnic,Wool
Women,Rectangle,Winter,Business,Denim
Women,Round,Summer,Ethnic,Denim
Women,Inverted Triangle,Spring,Gym/Sport,Rayon
Men,Apple,Winter,Gym/Sport,Linen
Women,Round,Spring,Business,Linen
Women,Hourglass,Winter,Party,Cotton
Men,Apple,Winter,Casual,Cotton
Women,Inverted Triangle,Spring,Business,Denim
Men,Triangle,Autumn,Party,Linen
Women,Rectangle,Summer,Business,Cotton
Women,Inverted Triangle,Winter,Ethnic,Satin
Women,Hourglass,Winter,Gym/Sport,Chiffon
Men,V-Shape,Summer,Party,Linen
Women,Hourglass,Autumn,Business,Cotton
Women,Triangle,Spring,Party,Rayon
Men,Apple,Autumn,Casual,Wool
Men,Apple,Spring,Casual,Twill
Men,Apple,Summer,Ethnic,Twill
Women,Inverted Triangle,Autumn,Gym/Sport,Silk
Men,Triangle,Spring,Business,Twill
Men,Triangle,Autumn,Party,Cotton
Women,Rectangle,Summer,Ethnic,Linen
Men,Rectangle,Autumn,Business,Twill
Women,Inverted Triangle,Autumn,Gym/Sport,Chiffon
Women,Round,Winter,Gym/Sport,Rayon
Women,Round,Autumn,Party,Velvet
Women,Rectangle,Autumn,Business,Silk
Men,V-Shape,Spring,Casual,Cotton
Women,Inverted Triangle,Spring,Ethnic,Silk
Women,Round,Winter,Casual,Linen
Men,Rectangle,Spring,Casual,Denim
Women,Round,Spring,Casual,Chiffon
Women,Inverted Triangle,Winter,Ethnic,Velvet
Women,Round,Winter,Gym/Sport,Denim
Women,Hourglass,Summer,Casual,Satin
Women,Rectangle,Summer,Gym/Sport,Silk
Women,Rectangle,Winter,Party,Rayon
Women,Hourglass,Autumn,Gym/Sport,Velvet
Women,Rectangle,Spring,Business,Rayon
Men,Rectangle,Autumn,Party,Polyester
Women,Inverted Triangle,Spring,Casual,Denim
Men,Apple,Winter,Business,Wool
Men,Triangle,Autumn,Ethnic,Cotton
Men,Triangle,Winter,Party,Polyester
Men,Rectangle,Autumn,Party,Cotton
Women,Inverted Triangle,Winter,Business,Linen
Women,Triangle,Summer,Ethnic,Denim
Men,Apple,Spring,Casual,Twill
Men,V-Shape,Spring,Business,Denim
Men,Rectangle,Winter,Business,Wool
Men,Triangle,Spring,Ethnic,Wool
Men,Apple,Winter,Casual,Wool
Men,Apple,Autumn,Party,Twill
Women,Round,Autumn,Party,Silk
Women,Triangle,Spring,Party,Linen
Men,V-Shape,Spring,Casual,Denim
Women,Round,Autumn,Ethnic,Cotton
Men,Rectangle,Spring,Business,Cotton
Women,Triangle,Summer,Ethnic,Linen
Men,Rectangle,Autumn,Business,Twill
Women,Rectangle,Summer,Business,Cotton
Women,Rectangle,Winter,Casual,Linen
Women,Inverted Triangle,Spring,Party,Cotton
Men,V-Shape,Winter,Party,Polyester
Men,Rectangle,Summer,Party,Linen
Women,Inverted Triangle,Spring,Business,Silk
Women,Round,Spring,Casual,Linen
Men,Apple,Spring,Ethnic,Twill
Men,Apple,Spring,Business,Wool
Men,Rectangle,Summer,Casual,Denim
Men,Rectangle,Winter,Business,Wool
Women,Triangle,Spring,Casual,Chiffon
Women,Round,Winter,Gym/Sport,Silk
Women,Hourglass,Autumn,Casual,Denim
Women,Rectangle,Summer,Party,Satin
Women,Triangle,Autumn,Gym/Sport,Denim
