gender,body_type,season,occasion,lower_wear,color
Women,Round,Autumn,Casual,Sharara,Black
Women,Round,Spring,Business,Sharara,Beige
Women,Inverted Triangle,Summer,Party,Salwar,Pink
Women,Triangle,Summer,Party,Jeans,White
Women,Hourglass,Autumn,Casual,Sharara,White
Men,Apple,Autumn,Party,Formal Pants,Black
Men,Rectangle,Winter,Business,Chinos,Navy Blue
Men,V-Shape,Autumn,Party,Jeans,Pink
Women,Triangle,Summer,Business,Salwar,Olive
Women,Round,Summer,Ethnic,Salwar,Olive
Women,Inverted Triangle,Winter,Ethnic,Jeans,Olive
Women,Inverted Triangle,Autumn,Party,Trousers,Brown
Men,V-Shape,Summer,Ethnic,Shorts,Olive
Men,Apple,Spring,Party,Chinos,White
Women,Inverted Triangle,Winter,Casual,Skirt,Red
Women,Inverted Triangle,Summer,Gym/Sport,Salwar,Pink
Men,Rectangle,Winter,Business,Kurta Pajama,Brown
Women,Round,Summer,Business,Salwar,Blue
Women,Inverted Triangle,Autumn,Party,Sharara,Brown
Women,Hourglass,Summer,Ethnic,Palazzo,Black
Men,Rectangle,Summer,Party,Formal Pants,Black
Women,Hourglass,Spring,Gym/Sport,Palazzo,Navy Blue
Men,Rectangle,Autumn,Gym/Sport,Jeans,Pink
Women,Rectangle,Spring,Gym/Sport,Leggings,Pink
Men,V-Shape,Autumn,Ethnic,Jeans,Grey
Women,Triangle,Summer,Party,Leggings,Olive
Women,Round,Summer,Business,Leggings,Beige
Men,Apple,Autumn,Party,Shorts,Navy Blue
Women,Hourglass,Autumn,Business,Palazzo,Olive
Men,V-Shape,Winter,Gym/Sport,Shorts,Blue
Men,Rectangle,Autumn,Gym/Sport,Shorts,Grey
Women,Hourglass,Winter,Party,Salwar,Blue
Women,Hourglass,Autumn,Business,Skirt,Brown
Men,Triangle,Summer,Party,Shorts,Blue
Men,Triangle,Spring,Ethnic,Track Pants,Blue
Women,Hourglass,Spring,Casual,Palazzo,Navy Blue
Men,Rectangle,Spring,Gym/Sport,Jeans,Beige
Men,Triangle,Winter,Business,Shorts,White
Women,Rectangle,Spring,Gym/Sport,Trousers,Grey
Women,Hourglass,Autumn,Party,Salwar,Navy Blue
Men,Rectangle,Spring,Party,Trousers,Pink
Men,Rectangle,Spring,Casual,Kurta Pajama,Navy Blue
Men,Triangle,Summer,Business,Shorts,Navy Blue
Men,Apple,Spring,Gym/Sport,Track Pants,Brown
Men,V-Shape,Winter,Party,Track Pants,Blue
Women,Round,Winter,Casual,Skirt,Brown
Women,Rectangle,Summer,Party,Skirt,Pink
Women,Hourglass,Spring,Business,Sharara,Navy Blue
Men,Triangle,Summer,Gym/Sport,Kurta Pajama,Brown
Women,Inverted Triangle,Autumn,Gym/Sport,Leggings,Black
Women,Hourglass,Winter,Gym/Sport,Palazzo,Black
Men,Apple,Winter,Casual,Kurta Pajama,Navy Blue
Women,Round,Winter,Casual,Skirt,Black
Men,V-Shape,Summer,Gym/Sport,Jeans,Brown
Men,Rectangle,Spring,Gym/Sport,Track Pants,Grey
Men,V-Shape,Autumn,Casual,Chinos,Navy Blue
Women,Inverted Triangle,Autumn,Party,Sharara,Blue
Women,Round,Summer,Ethnic,Sharara,Beige
Men,Triangle,Spring,Casual,Jeans,Beige
Men,Rectangle,Autumn,Party,Trousers,Beige
Women,Hourglass,Summer,Business,Trousers,White
Women,Rectangle,Autumn,Business,Trousers,Black
Men,Apple,Autumn,Gym/Sport,Chinos,Olive
Women,Round,Winter,Ethnic,Leggings,Brown
Men,Rectangle,Autumn,Casual,Trousers,Navy Blue
Men,V-Shape,Winter,Casual,Kurta Pajama,Pink
Women,Rectangle,Winter,Casual,Skirt,Beige
Women,Rectangle,Summer,Ethnic,Salwar,Grey
Women,Round,Autumn,Party,Salwar,Purple
Women,Triangle,Spring,Party,Palazzo,Brown
Women,Rectangle,Autumn,Business,Sharara,Navy Blue
Men,Rectangle,Autumn,Gym/Sport,Jeans,Olive
Men,Triangle,Spring,Ethnic,Kurta Pajama,Purple
Women,Hourglass,Winter,Casual,Trousers,Purple
Men,Apple,Winter,Ethnic,Chinos,Blue
Women,Rectangle,Autumn,Gym/Sport,Jeans,Brown
Women,Rectangle,Spring,Party,Skirt,Navy Blue
Women,Hourglass,Spring,Party,Salwar,Navy Blue
Women,Triangle,Summer,Party,Salwar,Beige
Men,V-Shape,Spring,Party,Formal Pants,Pink
Women,Hourglass,Summer,Party,Salwar,Red
Women,Inverted Triangle,Spring,Gym/Sport,Palazzo,Black
Men,Rectangle,Winter,Ethnic,Formal Pants,White
Men,V-Shape,Spring,Party,Formal Pants,Olive
Men,V-Shape,Summer,Casual,Shorts,Navy Blue
Men,V-Shape,Autumn,Casual,Shorts,Beige
Men,V-Shape,Summer,Gym/Sport,Formal Pants,Grey
Men,Triangle,Spring,Ethnic,Trousers,White
Men,Triangle,Autumn,Casual,Chinos,White
Men,V-Shape,Autumn,Gym/Sport,Jeans,White
Women,Rectangle,Autumn,Casual,Jeans,Red
Men,V-Shape,Winter,Gym/Sport,Formal Pants,Blue
Men,Triangle,Spring,Casual,Jeans,Pink
Men,Triangle,Winter,Gym/Sport,Formal Pants,Brown
Men,Apple,Winter,Business,Jeans,Purple
Women,Round,Winter,Gym/Sport,Skirt,Purple
Men,Rectangle,Autumn,Business,Kurta Pajama,Beige
Men,Triangle,Summer,Casual,Kurta Pajama,Black
Men,Triangle,Summer,Business,Shorts,Purple
Women,Hourglass,Winter,Ethnic,Sharara,Purple
Women,Inverted Triangle,Autumn,Party,Skirt,Red
Women,Inverted Triangle,Spring,Business,Salwar,Navy Blue
Men,Apple,Summer,Casual,Formal Pants,Black
Men,Apple,Summer,Gym/Sport,Chinos,Beige
Men,Apple,Spring,Gym/Sport,Track Pants,Navy Blue
Women,Inverted Triangle,Autumn,Party,Jeans,Pink
Women,Triangle,Summer,Business,Palazzo,Red
Men,Triangle,Spring,Business,Chinos,Beige
Women,Hourglass,Autumn,Ethnic,Sharara,Beige
Women,Triangle,Spring,Business,Salwar,Navy Blue
Men,Rectangle,Spring,Ethnic,Trousers,Navy Blue
Men,V-Shape,Autumn,Business,Shorts,Red
Men,V-Shape,Spring,Business,Formal Pants,Blue
Men,Apple,Summer,Casual,Kurta Pajama,Grey
Men,V-Shape,Summer,Gym/Sport,Shorts,Beige
Women,Rectangle,Spring,Ethnic,Skirt,Brown
Women,Rectangle,Summer,Party,Leggings,Brown
Men,V-Shape,Autumn,Gym/Sport,Formal Pants,Black
Women,Triangle,Summer,Casual,Jeans,Brown
Women,Round,Spring,Party,Skirt,White
Men,Apple,Summer,Ethnic,Chinos,Pink
Men,Apple,Autumn,Gym/Sport,Chinos,Navy Blue
Men,Apple,Winter,Casual,Formal Pants,Beige
Men,Apple,Summer,Ethnic,Trousers,Grey
Men,Rectangle,Winter,Ethnic,Chinos,Brown
Men,Triangle,Autumn,Party,Chinos,Olive
Men,Apple,Spring,Party,Kurta Pajama,Brown
Women,Triangle,Winter,Party,Leggings,Brown
Men,Rectangle,Autumn,Gym/Sport,Shorts,Brown
Women,Inverted Triangle,Spring,Gym/Sport,Jeans,Brown
Women,Inverted Triangle,Spring,Gym/Sport,Trousers,Black
Men,Triangle,Autumn,Party,Chinos,White
Men,V-Shape,Winter,Party,Track Pants,Grey
Women,Round,Autumn,Business,Palazzo,Beige
Men,V-Shape,Summer,Ethnic,Chinos,Beige
Women,Triangle,Summer,Casual,Salwar,Olive
Men,Apple,Autumn,Party,Shorts,Pink
Men,Triangle,Spring,Party,Shorts,Beige
Women,Round,Winter,Casual,Palazzo,Navy Blue
Women,Triangle,Autumn,Casual,Sharara,Navy Blue
Women,Hourglass,Winter,Gym/Sport,Sharara,Beige
Men,Apple,Summer,Ethnic,Track Pants,Navy Blue
Men,Triangle,Autumn,Business,Track Pants,Grey
Women,Round,Winter,Party,Sharara,Black
Men,Triangle,Winter,Party,Trousers,Red
Women,Rectangle,Winter,Party,Jeans,Brown
Women,Inverted Triangle,Winter,Gym/Sport,Sharara,Red
Men,Apple,Winter,Party,Chinos,Navy Blue
Men,Rectangle,Autumn,Ethnic,Trousers,Olive
Women,Rectangle,Spring,Business,Salwar,Olive
Men,Apple,Winter,Party,Jeans,Brown
Men,Rectangle,Summer,Business,Chinos,White
Women,Inverted Triangle,Autumn,Party,Jeans,Beige
Men,Rectangle,Summer,Casual,Shorts,Black
Women,Inverted Triangle,Autumn,Party,Skirt,Navy Blue
Men,V-Shape,Summer,Casual,Trousers,Blue
Men,Triangle,Spring,Ethnic,Formal Pants,Red
Men,Apple,Spring,Party,Chinos,Olive
Women,Triangle,Autumn,Ethnic,Salwar,Purple
Women,Hourglass,Winter,Gym/Sport,Salwar,Grey
Men,Rectangle,Spring,Gym/Sport,Shorts,White
Men,V-Shape,Summer,Casual,Track Pants,Purple
Men,V-Shape,Spring,Business,Track Pants,Pink
Men,Triangle,Spring,Casual,Jeans,White
Men,Apple,Autumn,Party,Track Pants,Navy Blue
Women,Inverted Triangle,Summer,Business,Salwar,Beige
Women,Hourglass,Autumn,Ethnic,Leggings,Beige
Men,V-Shape,Summer,Party,Track Pants,Navy Blue
Women,Triangle,Winter,Gym/Sport,Sharara,Navy Blue
Men,V-Shape,Summer,Casual,Trousers,Navy Blue
Men,Rectangle,Autumn,Party,Shorts,Blue
Women,Hourglass,Spring,Casual,Salwar,Red
Men,V-Shape,Summer,Ethnic,Trousers,Grey
Men,Rectangle,Winter,Party,Jeans,Olive
Men,Apple,Winter,Ethnic,Trousers,Grey
Men,Rectangle,Winter,Party,Trousers,Navy Blue
Women,Rectangle,Spring,Gym/Sport,Jeans,Brown
Men,Apple,Autumn,Party,Jeans,Brown
Women,Inverted Triangle,Summer,Business,Trousers,Purple
Men,Rectangle,Autumn,Party,Formal Pants,Beige
Women,Triangle,Summer,Ethnic,Jeans,Pink
Women,Rectangle,Spring,Gym/Sport,Jeans,Brown
Men,Rectangle,Spring,Gym/Sport,Kurta Pajama,Olive
Men,Apple,Spring,Casual,Track Pants,Red
Women,Hourglass,Summer,Business,Palazzo,Red
Women,Rectangle,Winter,Gym/Sport,Leggings,Beige
Men,V-Shape,Autumn,Party,Trousers,White
Men,Triangle,Summer,Casual,Track Pants,Navy Blue
Men,Rectangle,Winter,Business,Track Pants,Red
Men,Triangle,Autumn,Party,Formal Pants,Beige
Women,Round,Autumn,Ethnic,Leggings,Black
Men,Rectangle,Autumn,Ethnic,Jeans,Blue
Women,Triangle,Summer,Party,Salwar,Grey
Women,Rectangle,Spring,Business,Trousers,Purple
Women,Round,Summer,Business,Jeans,White
Men,Triangle,Winter,Gym/Sport,Kurta Pajama,Beige
Women,Rectangle,Winter,Ethnic,Leggings,White
Men,Rectangle,Autumn,Business,Jeans,Brown
Men,V-Shape,Spring,Party,Trousers,Beige
Women,Hourglass,Spring,Business,Salwar,Pink
Women,Rectangle,Winter,Business,Sharara,Brown
Women,Inverted Triangle,Spring,Party,Trousers,Blue
Men,V-Shape,Summer,Casual,Formal Pants,Blue
Men,Rectangle,Autumn,Business,Kurta Pajama,Black
Men,V-Shape,Winter,Gym/Sport,Kurta Pajama,Brown
Women,Inverted Triangle,Winter,Ethnic,Jeans,Blue
Men,Triangle,Spring,Casual,Chinos,Blue
Men,Triangle,Autumn,Business,Chinos,Black
Men,V-Shape,Spring,Business,Chinos,Brown
Men,Apple,Spring,Gym/Sport,Formal Pants,Red
Women,Inverted Triangle,Autumn,Party,Skirt,Navy Blue
Women,Inverted Triangle,Winter,Business,Sharara,Beige
Men,Apple,Summer,Business,Chinos,Navy Blue
Women,Hourglass,Autumn,Party,Trousers,Blue
Men,Apple,Summer,Ethnic,Chinos,Red
Men,Triangle,Spring,Casual,Formal Pants,White
Men,V-Shape,Autumn,Casual,Shorts,Purple
Women,Triangle,Spring,Party,Skirt,Brown
Women,Rectangle,Spring,Casual,Leggings,Black
Women,Round,Summer,Gym/Sport,Palazzo,Olive
Men,Triangle,Summer,Ethnic,Shorts,Beige
Men,Apple,Winter,Business,Shorts,Grey
Women,Hourglass,Winter,Ethnic,Jeans,Black
Women,Rectangle,Autumn,Casual,Salwar,Brown
Men,Rectangle,Spring,Business,Shorts,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Shorts,Blue
Men,Triangle,Summer,Gym/Sport,Chinos,Red
Men,V-Shape,Autumn,Gym/Sport,Trousers,Red
Women,Round,Summer,Ethnic,Leggings,White
Men,V-Shape,Summer,Gym/Sport,Kurta Pajama,Beige
Women,Triangle,Summer,Party,Leggings,Navy Blue
Women,Triangle,Winter,Casual,Sharara,Brown
Men,V-Shape,Winter,Business,Shorts,Pink
Men,Rectangle,Winter,Gym/Sport,Trousers,Beige
Men,V-Shape,Spring,Party,Shorts,Olive
Men,Rectangle,Spring,Gym/Sport,Formal Pants,Pink
Women,Inverted Triangle,Winter,Party,Salwar,Navy Blue
Men,Apple,Autumn,Casual,Jeans,Beige
Men,Rectangle,Winter,Casual,Jeans,Pink
Women,Hourglass,Spring,Casual,Palazzo,Pink
Men,Apple,Winter,Business,Kurta Pajama,Beige
Men,V-Shape,Autumn,Casual,Jeans,Navy Blue
Men,Rectangle,Autumn,Gym/Sport,Formal Pants,Black
Men,V-Shape,Winter,Ethnic,Jeans,Olive
Men,Rectangle,Autumn,Gym/Sport,Trousers,Red
Men,V-Shape,Spring,Gym/Sport,Chinos,Pink
Women,Inverted Triangle,Autumn,Casual,Trousers,Beige
Men,V-Shape,Summer,Ethnic,Jeans,Navy Blue
Men,Triangle,Summer,Ethnic,Kurta Pajama,Purple
Women,Triangle,Autumn,Gym/Sport,Skirt,Grey
Women,Round,Autumn,Gym/Sport,Leggings,Navy Blue
Women,Hourglass,Autumn,Gym/Sport,Trousers,Grey
Women,Round,Winter,Casual,Leggings,Grey
Women,Hourglass,Autumn,Casual,Trousers,Purple
Men,Triangle,Summer,Ethnic,Formal Pants,Brown
Women,Triangle,Summer,Business,Palazzo,Grey
Women,Rectangle,Autumn,Gym/Sport,Trousers,Blue
Women,Round,Winter,Party,Leggings,Purple
Women,Triangle,Autumn,Casual,Salwar,Pink
Women,Rectangle,Spring,Business,Jeans,Brown
Men,Triangle,Winter,Ethnic,Jeans,Navy Blue
Men,Triangle,Spring,Ethnic,Jeans,Brown
Women,Hourglass,Summer,Business,Jeans,White
Men,Apple,Summer,Business,Shorts,Purple
Men,Rectangle,Spring,Ethnic,Formal Pants,Brown
Men,Apple,Autumn,Ethnic,Formal Pants,Olive
Women,Rectangle,Summer,Business,Sharara,Blue
Men,Apple,Winter,Business,Track Pants,Navy Blue
Men,Rectangle,Spring,Business,Track Pants,Brown
Men,Apple,Summer,Party,Track Pants,Beige
Women,Hourglass,Summer,Ethnic,Salwar,Olive
Men,Apple,Summer,Gym/Sport,Chinos,Navy Blue
Women,Rectangle,Winter,Ethnic,Leggings,Navy Blue
Women,Rectangle,Spring,Gym/Sport,Jeans,White
Men,Apple,Winter,Business,Jeans,Brown
Women,Hourglass,Winter,Casual,Leggings,White
Women,Inverted Triangle,Spring,Business,Skirt,Olive
Women,Triangle,Summer,Party,Salwar,Grey
Men,Apple,Summer,Ethnic,Track Pants,Olive
Women,Hourglass,Autumn,Casual,Leggings,Olive
Men,Rectangle,Spring,Business,Kurta Pajama,Red
Women,Inverted Triangle,Autumn,Party,Leggings,Grey
Women,Inverted Triangle,Autumn,Party,Skirt,Navy Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Jeans,Navy Blue
Men,V-Shape,Summer,Party,Chinos,Purple
Men,V-Shape,Autumn,Ethnic,Jeans,White
Men,V-Shape,Spring,Business,Kurta Pajama,Brown
Women,Triangle,Winter,Ethnic,Trousers,White
Women,Inverted Triangle,Autumn,Casual,Sharara,Red
Men,V-Shape,Summer,Gym/Sport,Shorts,Olive
Women,Triangle,Autumn,Party,Sharara,Pink
Women,Inverted Triangle,Autumn,Casual,Sharara,Olive
Men,V-Shape,Winter,Casual,Shorts,Purple
Women,Hourglass,Winter,Gym/Sport,Trousers,Pink
Men,Apple,Summer,Ethnic,Jeans,Blue
Women,Rectangle,Spring,Casual,Skirt,Pink
Women,Round,Spring,Gym/Sport,Palazzo,Pink
Women,Triangle,Summer,Party,Trousers,Beige
Women,Round,Spring,Gym/Sport,Skirt,Brown
Women,Hourglass,Autumn,Business,Palazzo,Blue
Men,Apple,Winter,Party,Kurta Pajama,Blue
Men,V-Shape,Spring,Casual,Track Pants,Red
Men,V-Shape,Autumn,Party,Shorts,Pink
Men,Rectangle,Summer,Business,Kurta Pajama,Purple
Women,Rectangle,Summer,Party,Skirt,Beige
Women,Rectangle,Summer,Casual,Sharara,Navy Blue
Men,V-Shape,Spring,Business,Shorts,Brown
Women,Round,Autumn,Party,Leggings,Purple
Women,Hourglass,Autumn,Party,Skirt,Beige
Women,Inverted Triangle,Summer,Casual,Palazzo,Pink
Men,Rectangle,Autumn,Ethnic,Track Pants,White
Women,Triangle,Summer,Business,Skirt,Red
Men,V-Shape,Summer,Business,Track Pants,Beige
Men,Apple,Winter,Casual,Shorts,Pink
Women,Round,Autumn,Business,Leggings,Black
Men,Apple,Winter,Casual,Formal Pants,Blue
Women,Inverted Triangle,Winter,Gym/Sport,Leggings,Black
Men,Apple,Summer,Casual,Kurta Pajama,Red
Women,Triangle,Winter,Casual,Skirt,White
Women,Hourglass,Autumn,Gym/Sport,Palazzo,Red
Men,Rectangle,Winter,Gym/Sport,Chinos,Red
Men,Triangle,Autumn,Gym/Sport,Formal Pants,Blue
Women,Triangle,Spring,Business,Skirt,Purple
Men,Rectangle,Spring,Ethnic,Track Pants,Red
Women,Rectangle,Spring,Party,Trousers,Red
Men,Rectangle,Spring,Ethnic,Kurta Pajama,Olive
Men,V-Shape,Autumn,Ethnic,Kurta Pajama,Brown
Men,V-Shape,Winter,Gym/Sport,Chinos,Olive
Men,Rectangle,Autumn,Ethnic,Shorts,Purple
Men,V-Shape,Summer,Gym/Sport,Trousers,Olive
Women,Rectangle,Spring,Party,Skirt,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Trousers,Beige
Men,V-Shape,Summer,Casual,Track Pants,White
Men,V-Shape,Summer,Gym/Sport,Chinos,Navy Blue
Men,Rectangle,Winter,Business,Track Pants,Pink
Women,Hourglass,Spring,Party,Jeans,Blue
Men,Apple,Summer,Gym/Sport,Shorts,Grey
Men,Apple,Winter,Casual,Kurta Pajama,Navy Blue
Women,Hourglass,Autumn,Casual,Palazzo,Pink
Women,Rectangle,Winter,Casual,Salwar,Red
Women,Inverted Triangle,Autumn,Ethnic,Salwar,Brown
Women,Inverted Triangle,Spring,Business,Jeans,Brown
Men,Triangle,Autumn,Party,Chinos,Blue
Women,Hourglass,Winter,Party,Palazzo,Beige
Men,Rectangle,Spring,Casual,Kurta Pajama,Red
Men,Rectangle,Autumn,Ethnic,Track Pants,Blue
Women,Inverted Triangle,Winter,Business,Sharara,Red
Men,Apple,Autumn,Ethnic,Track Pants,White
Men,Triangle,Summer,Gym/Sport,Kurta Pajama,Navy Blue
Women,Triangle,Autumn,Business,Trousers,Beige
Women,Inverted Triangle,Winter,Gym/Sport,Salwar,Beige
Men,Triangle,Winter,Gym/Sport,Shorts,Olive
Women,Inverted Triangle,Summer,Ethnic,Salwar,Olive
Women,Hourglass,Summer,Gym/Sport,Palazzo,Black
Women,Rectangle,Autumn,Casual,Trousers,Pink
Men,V-Shape,Autumn,Casual,Jeans,Navy Blue
Men,Triangle,Winter,Party,Shorts,Beige
Men,Triangle,Autumn,Party,Jeans,White
Men,V-Shape,Summer,Business,Shorts,Blue
Men,Rectangle,Winter,Casual,Trousers,Navy Blue
Women,Round,Winter,Casual,Salwar,Blue
Women,Inverted Triangle,Autumn,Party,Salwar,Purple
Women,Round,Summer,Gym/Sport,Jeans,Grey
Women,Rectangle,Winter,Ethnic,Palazzo,Beige
Men,Triangle,Summer,Business,Kurta Pajama,Blue
Men,V-Shape,Spring,Ethnic,Shorts,White
Women,Round,Autumn,Casual,Leggings,Purple
Women,Hourglass,Autumn,Business,Trousers,Red
Men,Triangle,Summer,Business,Jeans,Olive
Men,Rectangle,Winter,Business,Jeans,Navy Blue
Men,Rectangle,Spring,Gym/Sport,Shorts,White
Women,Triangle,Autumn,Ethnic,Jeans,Navy Blue
Men,V-Shape,Spring,Business,Formal Pants,Navy Blue
Men,Apple,Winter,Party,Chinos,Pink
Women,Inverted Triangle,Summer,Business,Jeans,White
Men,Rectangle,Winter,Gym/Sport,Trousers,Olive
Women,Triangle,Summer,Gym/Sport,Palazzo,Red
Men,Apple,Summer,Gym/Sport,Track Pants,Blue
Men,V-Shape,Winter,Party,Formal Pants,White
Women,Triangle,Spring,Casual,Salwar,Grey
Men,V-Shape,Summer,Gym/Sport,Jeans,Navy Blue
Men,Triangle,Spring,Business,Track Pants,White
Women,Hourglass,Spring,Party,Jeans,Purple
Women,Hourglass,Summer,Ethnic,Palazzo,Brown
Women,Round,Summer,Gym/Sport,Skirt,Blue
Men,Rectangle,Autumn,Gym/Sport,Kurta Pajama,Blue
Men,Rectangle,Autumn,Business,Chinos,Olive
Men,Triangle,Summer,Party,Shorts,Black
Men,V-Shape,Summer,Casual,Track Pants,Brown
Men,Triangle,Winter,Gym/Sport,Chinos,Pink
Women,Round,Summer,Party,Skirt,Beige
Women,Round,Summer,Casual,Salwar,Beige
Men,Rectangle,Autumn,Casual,Jeans,Black
Men,Apple,Autumn,Business,Trousers,Brown
Women,Round,Spring,Ethnic,Leggings,Beige
Men,Rectangle,Autumn,Ethnic,Track Pants,Brown
Women,Rectangle,Winter,Business,Skirt,Pink
Men,Triangle,Summer,Business,Formal Pants,Red
Women,Round,Winter,Party,Jeans,Pink
Women,Inverted Triangle,Summer,Party,Leggings,Black
Men,Apple,Spring,Casual,Kurta Pajama,Navy Blue
Men,Apple,Winter,Casual,Chinos,Beige
Women,Hourglass,Summer,Gym/Sport,Jeans,Brown
Men,Rectangle,Autumn,Party,Jeans,Beige
Men,Apple,Summer,Business,Shorts,Brown
Women,Rectangle,Winter,Casual,Jeans,Beige
Women,Triangle,Autumn,Ethnic,Salwar,Brown
Women,Triangle,Summer,Party,Salwar,White
Men,V-Shape,Winter,Ethnic,Shorts,Pink
Women,Hourglass,Winter,Casual,Leggings,Purple
Women,Round,Autumn,Ethnic,Leggings,Blue
Women,Hourglass,Winter,Party,Palazzo,Red
Women,Hourglass,Summer,Business,Sharara,Black
Women,Rectangle,Spring,Gym/Sport,Skirt,Purple
Women,Inverted Triangle,Autumn,Gym/Sport,Leggings,Purple
Men,V-Shape,Autumn,Casual,Formal Pants,Navy Blue
Men,Triangle,Autumn,Ethnic,Jeans,Brown
Men,Apple,Winter,Business,Kurta Pajama,Black
Women,Hourglass,Summer,Gym/Sport,Jeans,Grey
Men,V-Shape,Winter,Ethnic,Trousers,White
Men,Triangle,Autumn,Gym/Sport,Trousers,Blue
Men,Triangle,Spring,Ethnic,Trousers,Navy Blue
Men,Triangle,Autumn,Casual,Track Pants,Purple
Women,Triangle,Autumn,Ethnic,Trousers,Black
Women,Round,Summer,Gym/Sport,Jeans,Red
Men,Rectangle,Spring,Ethnic,Trousers,Purple
Women,Triangle,Winter,Casual,Leggings,Grey
Women,Round,Winter,Gym/Sport,Palazzo,White
Men,Rectangle,Winter,Party,Trousers,Red
Women,Triangle,Autumn,Gym/Sport,Leggings,Blue
Women,Inverted Triangle,Winter,Gym/Sport,Trousers,Purple
Men,Rectangle,Summer,Casual,Shorts,White
Men,Apple,Winter,Ethnic,Shorts,Olive
Men,Apple,Winter,Business,Shorts,Purple
Women,Inverted Triangle,Autumn,Business,Palazzo,Brown
Men,Rectangle,Winter,Casual,Trousers,Beige
Men,Rectangle,Autumn,Party,Trousers,Grey
Women,Round,Autumn,Casual,Trousers,Black
Men,V-Shape,Summer,Ethnic,Jeans,Olive
Women,Rectangle,Summer,Ethnic,Trousers,Olive
Women,Round,Spring,Gym/Sport,Skirt,Brown
Women,Triangle,Spring,Ethnic,Jeans,Red
Women,Inverted Triangle,Spring,Business,Salwar,Brown
Women,Hourglass,Autumn,Business,Salwar,White
Men,Rectangle,Autumn,Casual,Track Pants,Grey
Women,Hourglass,Spring,Party,Leggings,Black
Men,Rectangle,Summer,Party,Jeans,Pink
Men,Triangle,Summer,Ethnic,Chinos,Pink
Women,Rectangle,Spring,Ethnic,Palazzo,Red
Men,Rectangle,Winter,Business,Chinos,White
Men,V-Shape,Autumn,Business,Trousers,Blue
Men,Triangle,Autumn,Ethnic,Chinos,Red
Men,Rectangle,Summer,Ethnic,Track Pants,Grey
Women,Triangle,Spring,Casual,Palazzo,Red
Men,V-Shape,Autumn,Ethnic,Trousers,Purple
Men,Rectangle,Summer,Gym/Sport,Formal Pants,White
Women,Triangle,Spring,Party,Salwar,Black
Men,V-Shape,Winter,Ethnic,Formal Pants,Grey
Men,Rectangle,Spring,Ethnic,Formal Pants,Brown
Men,Apple,Winter,Business,Jeans,Black
Women,Rectangle,Winter,Casual,Leggings,White
Men,Rectangle,Summer,Casual,Kurta Pajama,Blue
Women,Rectangle,Summer,Ethnic,Sharara,Brown
Men,Apple,Autumn,Ethnic,Shorts,Purple
Women,Inverted Triangle,Spring,Ethnic,Trousers,Olive
Men,V-Shape,Autumn,Business,Kurta Pajama,Pink
Men,V-Shape,Winter,Casual,Trousers,Purple
Women,Round,Autumn,Gym/Sport,Sharara,Beige
Men,Apple,Spring,Ethnic,Jeans,White
Men,Rectangle,Summer,Party,Chinos,Pink
Men,V-Shape,Summer,Ethnic,Formal Pants,Grey
Women,Rectangle,Winter,Ethnic,Trousers,Brown
Women,Hourglass,Summer,Business,Leggings,Black
Men,Apple,Winter,Ethnic,Chinos,Red
Men,Apple,Spring,Business,Chinos,White
Men,Triangle,Winter,Ethnic,Kurta Pajama,Pink
Women,Hourglass,Summer,Business,Skirt,Blue
Men,V-Shape,Winter,Party,Jeans,Navy Blue
Men,Apple,Autumn,Gym/Sport,Shorts,Beige
Women,Triangle,Winter,Gym/Sport,Trousers,Red
Women,Inverted Triangle,Autumn,Business,Leggings,Grey
Women,Round,Summer,Business,Sharara,Purple
Men,Apple,Summer,Ethnic,Chinos,Grey
Men,V-Shape,Spring,Party,Chinos,Brown
Men,Rectangle,Summer,Party,Formal Pants,White
Women,Triangle,Spring,Ethnic,Salwar,Navy Blue
Women,Rectangle,Autumn,Gym/Sport,Trousers,Brown
Men,Rectangle,Summer,Party,Kurta Pajama,Purple
Women,Inverted Triangle,Summer,Gym/Sport,Palazzo,Grey
Women,Hourglass,Autumn,Business,Leggings,Black
Men,V-Shape,Autumn,Business,Jeans,Pink
Men,Apple,Spring,Casual,Track Pants,Olive
Men,Triangle,Summer,Gym/Sport,Kurta Pajama,Grey
Women,Rectangle,Spring,Party,Jeans,Pink
Women,Inverted Triangle,Summer,Business,Leggings,White
Men,V-Shape,Winter,Business,Chinos,Brown
Men,Rectangle,Winter,Gym/Sport,Formal Pants,Black
Women,Round,Spring,Party,Trousers,Purple
Men,Rectangle,Summer,Casual,Track Pants,Purple
Women,Inverted Triangle,Summer,Party,Skirt,White
Women,Inverted Triangle,Autumn,Ethnic,Leggings,Navy Blue
Women,Triangle,Summer,Ethnic,Leggings,Navy Blue
Women,Rectangle,Summer,Casual,Trousers,Purple
Men,Triangle,Spring,Ethnic,Track Pants,Pink
Men,Triangle,Spring,Gym/Sport,Trousers,Brown
Men,Triangle,Summer,Gym/Sport,Trousers,Black
Men,Rectangle,Spring,Business,Kurta Pajama,Pink
Women,Round,Spring,Gym/Sport,Palazzo,Black
Women,Round,Autumn,Business,Skirt,Black
Women,Inverted Triangle,Autumn,Ethnic,Trousers,Red
Women,Rectangle,Autumn,Business,Trousers,Olive
Women,Round,Winter,Party,Jeans,Beige
