gender,body_type,season,occasion,upper_cloth,color
Men,Apple,Summer,Casual,Hoodie,Olive
Women,Hourglass,Autumn,Gym/Sport,Jacket,White
Women,Triangle,Autumn,Ethnic,Sweater,Blue
Men,V-Shape,Spring,Business,Hoodie,Purple
Men,V-Shape,Summer,Ethnic,T-Shirt,Black
Men,V-Shape,Spring,Casual,Shirt,Beige
Women,Hourglass,Spring,Business,Jacket,Navy Blue
Women,Hourglass,Autumn,Gym/Sport,Shrug,Green
Men,Apple,Winter,Business,Kurta,Olive
Women,Triangle,Autumn,Party,Jacket,Red
Men,Triangle,Winter,Gym/Sport,Shirt,Olive
Men,Triangle,Spring,Party,Sweatshirt,White
Women,Rectangle,Winter,Party,Shrug,Yellow
Women,Inverted Triangle,Summer,Casual,Kurti,Beige
Men,Apple,Summer,Ethnic,Kurta,Purple
Women,Round,Winter,Casual,Blouse,White
Women,Rectangle,Winter,Ethnic,T-Shirt,Purple
Men,V-Shape,Autumn,Gym/Sport,Shirt,Pink
Men,Rectangle,Winter,Ethnic,Sweatshirt,Black
Men,Rectangle,Winter,Gym/Sport,T-Shirt,Black
Men,Apple,Spring,Ethnic,Sweatshirt,Yellow
Men,Rectangle,Summer,Party,Jacket,Beige
Women,Round,Autumn,Casual,Shrug,Grey
Men,Apple,Autumn,Ethnic,Sweatshirt,Grey
Men,Rectangle,Summer,Ethnic,T-Shirt,Purple
Men,Triangle,Winter,Gym/Sport,T-Shirt,Yellow
Men,Triangle,Spring,Gym/Sport,Blazer,Pink
Women,Hourglass,Spring,Casual,Kurti,Blue
Women,Round,Winter,Gym/Sport,T-Shirt,Yellow
Women,Rectangle,Summer,Party,Top,White
Men,Rectangle,Autumn,Party,Polo T-Shirt,Grey
Women,Inverted Triangle,Spring,Gym/Sport,Sweater,White
Men,Rectangle,Summer,Business,T-Shirt,Purple
Women,Triangle,Autumn,Party,Jacket,Purple
Men,Apple,Winter,Business,Polo T-Shirt,Red
Women,Hourglass,Spring,Casual,Kurti,Blue
Men,V-Shape,Spring,Business,Kurta,Pink
Women,Inverted Triangle,Spring,Party,Kurti,Olive
Women,Rectangle,Summer,Gym/Sport,Crop Top,Green
Women,Hourglass,Autumn,Party,Kurti,Yellow
Men,Triangle,Winter,Ethnic,Jacket,Purple
Men,Triangle,Spring,Casual,Sweatshirt,Red
Women,Rectangle,Winter,Ethnic,T-Shirt,Grey
Men,Rectangle,Summer,Business,T-Shirt,Red
Men,Apple,Winter,Casual,Sweatshirt,White
Women,Rectangle,Spring,Business,Blouse,Beige
Men,Triangle,Summer,Casual,Blazer,Red
Women,Rectangle,Summer,Business,Blouse,Yellow
Men,Apple,Autumn,Ethnic,Hoodie,Grey
Men,Apple,Autumn,Casual,Jacket,Green
Women,Inverted Triangle,Summer,Ethnic,Jacket,Navy Blue
Women,Round,Autumn,Gym/Sport,Shrug,Yellow
Women,Inverted Triangle,Spring,Ethnic,Top,Black
Men,Rectangle,Summer,Party,Shirt,Navy Blue
Women,Inverted Triangle,Spring,Gym/Sport,Top,Olive
Men,Triangle,Autumn,Party,Kurta,Beige
Men,V-Shape,Autumn,Gym/Sport,T-Shirt,Navy Blue
Women,Round,Autumn,Casual,T-Shirt,Olive
Men,V-Shape,Spring,Casual,Sweatshirt,Pink
Women,Triangle,Summer,Business,T-Shirt,Purple
Women,Hourglass,Autumn,Party,Sweater,Navy Blue
Women,Rectangle,Summer,Ethnic,Crop Top,Pink
Men,Rectangle,Spring,Ethnic,Blazer,Navy Blue
Women,Triangle,Spring,Party,Crop Top,Black
Men,Apple,Winter,Ethnic,Sweatshirt,Navy Blue
Women,Inverted Triangle,Summer,Party,Crop Top,Olive
Women,Triangle,Winter,Business,T-Shirt,Beige
Men,Triangle,Autumn,Party,Kurta,Pink
Women,Hourglass,Autumn,Party,Kurti,Beige
Women,Triangle,Spring,Business,Shrug,Blue
Women,Inverted Triangle,Spring,Party,Shrug,Blue
Men,Apple,Summer,Gym/Sport,T-Shirt,Purple
Women,Inverted Triangle,Spring,Casual,Crop Top,Olive
Women,Hourglass,Autumn,Party,Sweater,Yellow
Men,Rectangle,Winter,Party,Shirt,Red
Men,Rectangle,Winter,Business,Kurta,Olive
Women,Round,Spring,Casual,Crop Top,Red
Men,Apple,Winter,Business,Hoodie,White
Women,Triangle,Summer,Gym/Sport,T-Shirt,Green
Women,Inverted Triangle,Autumn,Business,Shrug,Beige
Men,Triangle,Autumn,Business,Jacket,Grey
Women,Round,Summer,Party,Kurti,Beige
Men,Triangle,Winter,Party,T-Shirt,Navy Blue
Women,Inverted Triangle,Autumn,Ethnic,Jacket,White
Women,Hourglass,Winter,Party,Top,Olive
Men,Apple,Winter,Ethnic,Hoodie,Green
Men,V-Shape,Winter,Business,Blazer,White
Women,Rectangle,Spring,Business,Shrug,Yellow
Men,Apple,Summer,Party,Kurta,Blue
Women,Triangle,Summer,Ethnic,Crop Top,Yellow
Women,Triangle,Spring,Business,Kurti,Purple
Men,V-Shape,Summer,Casual,Sweatshirt,Beige
Women,Round,Autumn,Casual,Top,Pink
Women,Rectangle,Winter,Casual,Sweater,Green
Women,Round,Autumn,Party,Blouse,White
Men,Apple,Summer,Ethnic,Blazer,Red
Men,Apple,Spring,Business,Jacket,Black
Women,Round,Winter,Party,Kurti,Navy Blue
Men,Apple,Autumn,Casual,Blazer,Beige
Men,V-Shape,Autumn,Party,Hoodie,Green
Women,Round,Summer,Gym/Sport,Crop Top,White
Men,V-Shape,Autumn,Party,T-Shirt,Blue
Women,Rectangle,Autumn,Gym/Sport,Blouse,Navy Blue
Women,Round,Autumn,Gym/Sport,T-Shirt,Blue
Women,Hourglass,Winter,Gym/Sport,Jacket,Grey
Men,Apple,Spring,Gym/Sport,Jacket,Yellow
Men,Triangle,Spring,Gym/Sport,T-Shirt,White
Women,Triangle,Spring,Business,Blouse,Pink
Men,Rectangle,Spring,Ethnic,Jacket,Red
Women,Hourglass,Winter,Casual,Top,Black
Women,Round,Spring,Casual,T-Shirt,Blue
Women,Rectangle,Spring,Ethnic,Top,Blue
Women,Rectangle,Winter,Party,Kurti,Grey
Men,Rectangle,Autumn,Business,Shirt,White
Women,Hourglass,Winter,Business,Sweater,Olive
Men,Apple,Summer,Party,Kurta,Purple
Women,Rectangle,Autumn,Gym/Sport,Shrug,Purple
Women,Hourglass,Summer,Ethnic,Jacket,Purple
Women,Round,Spring,Ethnic,Blouse,Black
Men,Apple,Spring,Casual,T-Shirt,Red
Men,V-Shape,Autumn,Ethnic,Hoodie,Pink
Men,Apple,Spring,Casual,T-Shirt,Black
Women,Rectangle,Spring,Business,Jacket,Olive
Women,Triangle,Winter,Ethnic,Kurti,Yellow
Men,V-Shape,Autumn,Party,Hoodie,Pink
Men,Rectangle,Winter,Business,Kurta,Olive
Men,Rectangle,Autumn,Ethnic,Blazer,White
Men,V-Shape,Spring,Casual,Hoodie,Black
Women,Inverted Triangle,Autumn,Party,Top,White
Women,Triangle,Spring,Gym/Sport,Jacket,Red
Men,Apple,Summer,Party,Jacket,Beige
Men,V-Shape,Autumn,Casual,Polo T-Shirt,Olive
Men,Rectangle,Spring,Business,Jacket,Grey
Men,Apple,Summer,Ethnic,T-Shirt,Grey
Men,V-Shape,Spring,Party,T-Shirt,Black
Women,Triangle,Winter,Gym/Sport,Blouse,Navy Blue
Women,Triangle,Winter,Party,Shrug,Blue
Women,Rectangle,Autumn,Gym/Sport,Jacket,Purple
Women,Triangle,Summer,Casual,Jacket,White
Men,V-Shape,Spring,Casual,Kurta,Black
Women,Hourglass,Winter,Business,Crop Top,Purple
Women,Round,Autumn,Ethnic,Crop Top,Navy Blue
Women,Inverted Triangle,Spring,Casual,Blouse,Grey
Men,Triangle,Summer,Ethnic,Sweatshirt,Beige
Women,Inverted Triangle,Summer,Gym/Sport,Shrug,Pink
Men,Apple,Summer,Party,Shirt,White
Men,Apple,Spring,Casual,T-Shirt,Navy Blue
Women,Hourglass,Summer,Casual,Kurti,Red
Men,Rectangle,Summer,Casual,Polo T-Shirt,Navy Blue
Women,Rectangle,Winter,Casual,Jacket,Grey
Men,Rectangle,Autumn,Ethnic,Kurta,White
Men,V-Shape,Autumn,Casual,Blazer,Grey
Men,Apple,Spring,Party,Sweatshirt,Black
Men,V-Shape,Autumn,Ethnic,Sweatshirt,Black
Women,Rectangle,Autumn,Ethnic,Crop Top,Olive
Women,Hourglass,Summer,Casual,Crop Top,White
Men,Triangle,Spring,Gym/Sport,Polo T-Shirt,Blue
Women,Inverted Triangle,Autumn,Ethnic,Kurti,White
Men,Rectangle,Spring,Casual,Hoodie,Beige
Women,Hourglass,Autumn,Gym/Sport,Kurti,Beige
Men,Apple,Winter,Party,Shirt,Blue
Men,Apple,Autumn,Gym/Sport,Kurta,White
Women,Hourglass,Autumn,Business,T-Shirt,Navy Blue
Women,Triangle,Spring,Gym/Sport,Sweater,Pink
Women,Round,Autumn,Ethnic,Crop Top,Purple
Men,Rectangle,Summer,Gym/Sport,Sweatshirt,Grey
Men,Triangle,Spring,Casual,Blazer,Olive
Women,Inverted Triangle,Autumn,Party,Blouse,Beige
Women,Inverted Triangle,Autumn,Casual,Shrug,Olive
Men,Triangle,Autumn,Party,Hoodie,Grey
Men,Rectangle,Winter,Business,T-Shirt,Beige
Men,V-Shape,Spring,Ethnic,Polo T-Shirt,White
Women,Round,Summer,Ethnic,Top,Purple
Men,V-Shape,Winter,Casual,Polo T-Shirt,Blue
Men,Rectangle,Summer,Casual,Hoodie,Blue
Women,Round,Autumn,Business,Jacket,Green
Men,Triangle,Winter,Casual,Polo T-Shirt,Green
Men,Apple,Spring,Ethnic,Sweatshirt,Red
Women,Rectangle,Autumn,Party,Top,Green
Women,Triangle,Autumn,Party,Top,Navy Blue
Men,Triangle,Summer,Party,Hoodie,Beige
Men,Triangle,Winter,Ethnic,Polo T-Shirt,Green
Women,Round,Winter,Casual,Sweater,Purple
Women,Triangle,Autumn,Party,Kurti,Yellow
Women,Hourglass,Spring,Casual,Blouse,Grey
Men,V-Shape,Summer,Business,Shirt,Yellow
Men,Rectangle,Spring,Casual,Sweatshirt,Green
Men,Triangle,Summer,Party,Shirt,Purple
Women,Rectangle,Summer,Ethnic,Jacket,Green
Men,Rectangle,Summer,Gym/Sport,Jacket,Grey
Women,Round,Spring,Casual,Crop Top,Grey
Women,Rectangle,Spring,Ethnic,Sweater,Yellow
Women,Round,Summer,Business,Jacket,White
Women,Triangle,Summer,Party,Shrug,Green
Men,Triangle,Winter,Party,Shirt,Beige
Women,Round,Autumn,Ethnic,Kurti,Olive
Women,Hourglass,Autumn,Casual,T-Shirt,Olive
Men,Triangle,Spring,Party,Shirt,Pink
Men,V-Shape,Spring,Business,Blazer,Yellow
Men,Apple,Autumn,Gym/Sport,Hoodie,White
Men,V-Shape,Summer,Party,Jacket,Pink
Men,Triangle,Summer,Casual,Polo T-Shirt,Black
Women,Hourglass,Spring,Ethnic,Kurti,White
Men,Rectangle,Summer,Gym/Sport,T-Shirt,Beige
Women,Hourglass,Autumn,Party,Sweater,Pink
Women,Triangle,Spring,Party,Blouse,Blue
Women,Round,Autumn,Party,Crop Top,Purple
Men,Rectangle,Autumn,Casual,Shirt,Beige
Women,Triangle,Summer,Ethnic,Kurti,Olive
Men,Apple,Spring,Gym/Sport,Blazer,Pink
Women,Rectangle,Autumn,Casual,Shrug,Blue
Women,Round,Winter,Business,T-Shirt,White
Women,Inverted Triangle,Winter,Gym/Sport,Shrug,Red
Men,V-Shape,Summer,Business,T-Shirt,White
Women,Rectangle,Summer,Casual,Sweater,Grey
Men,V-Shape,Spring,Ethnic,Sweatshirt,Pink
Women,Rectangle,Summer,Business,Shrug,Beige
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Blue
Women,Inverted Triangle,Summer,Ethnic,Sweater,Blue
Men,Apple,Winter,Business,Sweatshirt,Green
Men,Apple,Spring,Casual,Hoodie,Blue
Men,Triangle,Summer,Business,Blazer,Navy Blue
Men,Apple,Summer,Business,Kurta,Olive
Men,Apple,Autumn,Ethnic,Sweatshirt,Navy Blue
Men,Rectangle,Summer,Gym/Sport,Polo T-Shirt,Navy Blue
Women,Hourglass,Spring,Party,Kurti,Navy Blue
Men,Triangle,Winter,Gym/Sport,T-Shirt,Beige
Women,Round,Autumn,Ethnic,Blouse,Navy Blue
Men,V-Shape,Summer,Business,Kurta,Navy Blue
Men,Triangle,Summer,Business,Sweatshirt,Olive
Women,Rectangle,Summer,Casual,Jacket,Yellow
Women,Rectangle,Autumn,Casual,Blouse,Beige
Men,Rectangle,Spring,Party,Blazer,Beige
Men,V-Shape,Autumn,Gym/Sport,Hoodie,Black
Women,Round,Winter,Ethnic,Blouse,White
Women,Inverted Triangle,Winter,Party,Kurti,Pink
Women,Round,Spring,Business,Sweater,Grey
Women,Round,Spring,Business,Top,Green
Men,Triangle,Spring,Casual,Kurta,Red
Men,Rectangle,Summer,Business,Sweatshirt,Yellow
Women,Round,Summer,Party,Blouse,Purple
Women,Inverted Triangle,Winter,Casual,Jacket,Blue
Women,Round,Autumn,Business,Crop Top,Red
Women,Round,Autumn,Ethnic,Shrug,Beige
Men,Rectangle,Summer,Gym/Sport,T-Shirt,Olive
Women,Triangle,Winter,Business,Kurti,Black
Men,Apple,Winter,Party,Blazer,Green
Women,Rectangle,Autumn,Gym/Sport,T-Shirt,Red
Women,Round,Summer,Business,Crop Top,Green
Women,Inverted Triangle,Autumn,Business,Sweater,Green
Women,Inverted Triangle,Autumn,Casual,T-Shirt,Beige
Men,Apple,Winter,Party,Sweatshirt,White
Men,Rectangle,Summer,Business,Shirt,Yellow
Men,Apple,Summer,Gym/Sport,Hoodie,Yellow
Men,V-Shape,Spring,Business,Shirt,Pink
Women,Triangle,Spring,Party,T-Shirt,Beige
Men,Triangle,Spring,Party,Polo T-Shirt,Olive
Men,Rectangle,Spring,Business,Shirt,Pink
Women,Round,Summer,Ethnic,T-Shirt,Pink
Men,Apple,Summer,Business,Polo T-Shirt,Blue
Men,Apple,Winter,Gym/Sport,Hoodie,Grey
Men,Rectangle,Autumn,Ethnic,Polo T-Shirt,Pink
Men,Triangle,Autumn,Party,Hoodie,Yellow
Men,Rectangle,Summer,Business,Sweatshirt,Purple
Men,Apple,Spring,Party,T-Shirt,Pink
Women,Inverted Triangle,Autumn,Party,Shrug,Red
Women,Triangle,Summer,Casual,Sweater,Yellow
Women,Hourglass,Autumn,Party,Jacket,Black
Men,Apple,Autumn,Ethnic,T-Shirt,Navy Blue
Men,Rectangle,Spring,Business,Shirt,Navy Blue
Men,Apple,Summer,Casual,Shirt,Green
Women,Inverted Triangle,Autumn,Business,Shrug,White
Women,Round,Summer,Business,Crop Top,Green
Men,Apple,Autumn,Business,Blazer,Olive
Women,Round,Spring,Gym/Sport,Jacket,Green
Women,Triangle,Autumn,Party,T-Shirt,Black
Women,Triangle,Spring,Gym/Sport,Sweater,Yellow
Men,Triangle,Autumn,Business,Polo T-Shirt,Purple
Men,V-Shape,Spring,Business,Hoodie,Yellow
Men,Triangle,Winter,Casual,Sweatshirt,Blue
Women,Rectangle,Autumn,Business,T-Shirt,Black
Men,Triangle,Spring,Business,Jacket,Black
Men,Rectangle,Winter,Ethnic,Shirt,Red
Men,Rectangle,Winter,Casual,Polo T-Shirt,Green
Men,Triangle,Spring,Ethnic,Hoodie,White
Men,Triangle,Autumn,Business,Hoodie,Purple
Women,Triangle,Autumn,Ethnic,Blouse,Grey
Men,Triangle,Summer,Party,Sweatshirt,Grey
Men,Rectangle,Spring,Party,Hoodie,Grey
Men,Apple,Autumn,Casual,Polo T-Shirt,Green
Men,Rectangle,Winter,Ethnic,Sweatshirt,Grey
Men,Triangle,Summer,Party,Hoodie,Navy Blue
Women,Round,Autumn,Casual,Kurti,Grey
Men,Triangle,Summer,Ethnic,T-Shirt,Olive
Men,Triangle,Spring,Gym/Sport,Jacket,Pink
Women,Hourglass,Autumn,Party,Shrug,Grey
Women,Triangle,Autumn,Casual,Shrug,Black
Women,Round,Winter,Gym/Sport,Shrug,Pink
Women,Rectangle,Summer,Party,Crop Top,Navy Blue
Men,Apple,Spring,Party,Jacket,Purple
Women,Rectangle,Summer,Business,Jacket,Yellow
Men,Apple,Winter,Gym/Sport,T-Shirt,Navy Blue
Men,V-Shape,Autumn,Casual,Blazer,Beige
Men,Rectangle,Winter,Ethnic,Hoodie,Navy Blue
Men,Apple,Summer,Gym/Sport,Polo T-Shirt,Green
Men,V-Shape,Summer,Party,Blazer,Purple
Men,V-Shape,Summer,Business,Polo T-Shirt,Navy Blue
Men,Apple,Winter,Gym/Sport,Jacket,Green
Women,Round,Summer,Gym/Sport,Blouse,Beige
Women,Triangle,Spring,Gym/Sport,Blouse,Olive
Men,Apple,Summer,Business,Jacket,Purple
Women,Round,Spring,Business,Kurti,Yellow
Men,Triangle,Summer,Gym/Sport,T-Shirt,Red
Men,Triangle,Spring,Ethnic,Hoodie,Pink
Women,Rectangle,Autumn,Ethnic,T-Shirt,Purple
Women,Inverted Triangle,Autumn,Casual,Shrug,Navy Blue
Women,Rectangle,Winter,Casual,Crop Top,Olive
Men,Apple,Winter,Business,Polo T-Shirt,Navy Blue
Women,Round,Autumn,Ethnic,Kurti,Beige
Men,V-Shape,Summer,Business,Shirt,Grey
Men,Rectangle,Winter,Party,Blazer,Black
Women,Round,Summer,Casual,Blouse,Purple
Women,Round,Spring,Casual,Kurti,Olive
Women,Hourglass,Autumn,Business,T-Shirt,Red
Women,Inverted Triangle,Autumn,Party,Jacket,White
Women,Inverted Triangle,Winter,Casual,Crop Top,Purple
Men,Rectangle,Summer,Ethnic,Jacket,Navy Blue
Women,Hourglass,Winter,Business,Top,Yellow
Men,Rectangle,Summer,Casual,Kurta,Purple
Women,Rectangle,Autumn,Ethnic,Blouse,Purple
Men,Triangle,Summer,Business,Kurta,Blue
Men,Apple,Autumn,Business,Kurta,Purple
Men,V-Shape,Spring,Gym/Sport,Sweatshirt,Pink
Women,Triangle,Summer,Casual,Shrug,Green
Men,Rectangle,Spring,Casual,Blazer,Purple
Men,Rectangle,Winter,Gym/Sport,Sweatshirt,Beige
Women,Inverted Triangle,Spring,Gym/Sport,T-Shirt,Red
Men,Rectangle,Winter,Casual,Shirt,Black
Men,Triangle,Summer,Ethnic,Jacket,Pink
Women,Triangle,Summer,Business,Sweater,Green
Men,Rectangle,Winter,Business,Jacket,Purple
Men,Rectangle,Winter,Business,Kurta,White
Women,Inverted Triangle,Spring,Gym/Sport,Kurti,Blue
Women,Round,Winter,Ethnic,Shrug,Navy Blue
Women,Rectangle,Spring,Gym/Sport,Kurti,Olive
Men,V-Shape,Winter,Party,Jacket,Navy Blue
Women,Rectangle,Winter,Casual,T-Shirt,Yellow
Men,V-Shape,Spring,Party,Shirt,White
Men,Triangle,Autumn,Ethnic,Hoodie,Yellow
Women,Inverted Triangle,Autumn,Gym/Sport,T-Shirt,White
Men,V-Shape,Spring,Gym/Sport,Hoodie,Navy Blue
Men,V-Shape,Winter,Business,Kurta,Grey
Men,Rectangle,Autumn,Business,Polo T-Shirt,Grey
Men,V-Shape,Winter,Ethnic,Shirt,Beige
Women,Triangle,Autumn,Ethnic,Sweater,Beige
Women,Inverted Triangle,Summer,Ethnic,T-Shirt,Black
Men,V-Shape,Summer,Gym/Sport,T-Shirt,Pink
Men,Triangle,Spring,Ethnic,Shirt,Green
Women,Rectangle,Summer,Casual,Blouse,Beige
Women,Hourglass,Winter,Business,Sweater,Red
Women,Inverted Triangle,Autumn,Business,Kurti,Red
Women,Inverted Triangle,Autumn,Casual,Top,Yellow
Men,Triangle,Summer,Party,Blazer,Grey
Men,Triangle,Spring,Gym/Sport,Kurta,White
Women,Inverted Triangle,Summer,Business,Jacket,Purple
Women,Triangle,Winter,Party,Shrug,Yellow
Women,Rectangle,Winter,Business,Top,Olive
Men,V-Shape,Summer,Ethnic,Shirt,Black
Men,Apple,Winter,Ethnic,Polo T-Shirt,Olive
Women,Rectangle,Winter,Business,Blouse,Yellow
Women,Hourglass,Winter,Ethnic,Sweater,Olive
Women,Inverted Triangle,Autumn,Casual,Kurti,Blue
Men,Apple,Summer,Casual,Shirt,Red
Men,Triangle,Autumn,Casual,T-Shirt,Navy Blue
Men,Triangle,Winter,Ethnic,Blazer,Yellow
Women,Inverted Triangle,Summer,Business,Shrug,Grey
Men,Triangle,Autumn,Gym/Sport,Kurta,Purple
Women,Triangle,Spring,Casual,Shrug,Grey
Women,Hourglass,Winter,Gym/Sport,Sweater,Beige
Women,Round,Autumn,Gym/Sport,Sweater,Black
Men,Rectangle,Winter,Party,Polo T-Shirt,Green
Men,Rectangle,Summer,Party,Hoodie,Green
Men,Rectangle,Spring,Casual,Kurta,Green
Women,Round,Autumn,Business,Sweater,Beige
Women,Round,Autumn,Casual,Blouse,Beige
Men,Rectangle,Autumn,Business,Polo T-Shirt,Green
Men,Rectangle,Winter,Party,Polo T-Shirt,Pink
Women,Triangle,Winter,Casual,Sweater,Purple
Men,Apple,Autumn,Casual,Shirt,Beige
Men,Triangle,Autumn,Party,Blazer,Pink
Men,Apple,Winter,Business,T-Shirt,White
Men,Triangle,Winter,Party,Blazer,Green
Women,Hourglass,Winter,Gym/Sport,Crop Top,Olive
Men,V-Shape,Winter,Business,Sweatshirt,Pink
Women,Inverted Triangle,Summer,Casual,Jacket,Olive
Women,Round,Summer,Business,Shrug,Pink
Men,V-Shape,Winter,Party,Blazer,Grey
Women,Hourglass,Autumn,Ethnic,Kurti,Beige
Women,Inverted Triangle,Summer,Casual,Blouse,Black
Men,V-Shape,Winter,Party,Polo T-Shirt,Pink
Men,Rectangle,Spring,Gym/Sport,Hoodie,Navy Blue
Women,Triangle,Winter,Ethnic,Crop Top,Green
Women,Triangle,Summer,Gym/Sport,Kurti,Navy Blue
Women,Round,Spring,Casual,Kurti,Beige
Women,Rectangle,Autumn,Casual,Kurti,Olive
Men,Triangle,Winter,Casual,Jacket,Pink
Women,Round,Summer,Party,Sweater,White
Men,Apple,Summer,Gym/Sport,Hoodie,Green
Men,Rectangle,Autumn,Business,Jacket,Beige
Women,Hourglass,Spring,Casual,Top,Olive
Men,Apple,Winter,Ethnic,Polo T-Shirt,Purple
Women,Inverted Triangle,Summer,Gym/Sport,Top,Black
Women,Hourglass,Spring,Party,T-Shirt,Red
Men,Rectangle,Autumn,Ethnic,T-Shirt,Navy Blue
Men,Apple,Autumn,Gym/Sport,Shirt,Beige
Men,Apple,Spring,Gym/Sport,T-Shirt,Purple
Women,Round,Winter,Gym/Sport,Top,Yellow
Men,V-Shape,Autumn,Party,Polo T-Shirt,Beige
Men,Triangle,Summer,Casual,Sweatshirt,Green
Women,Rectangle,Summer,Ethnic,Crop Top,Grey
Women,Rectangle,Summer,Ethnic,Jacket,Grey
Men,Triangle,Autumn,Business,Polo T-Shirt,White
Men,Rectangle,Winter,Ethnic,Jacket,Yellow
Women,Round,Winter,Gym/Sport,Shrug,Grey
Women,Rectangle,Autumn,Casual,Jacket,Navy Blue
Women,Hourglass,Winter,Ethnic,Shrug,Yellow
Men,V-Shape,Spring,Business,Jacket,Olive
Men,Rectangle,Autumn,Gym/Sport,Blazer,Blue
Women,Hourglass,Summer,Gym/Sport,Top,Olive
Men,Apple,Autumn,Casual,T-Shirt,Green
Women,Triangle,Spring,Business,Top,White
Men,Apple,Spring,Gym/Sport,T-Shirt,Red
Men,Apple,Spring,Ethnic,Hoodie,Grey
Women,Inverted Triangle,Winter,Party,Crop Top,Blue
Men,Triangle,Summer,Casual,Shirt,Grey
Women,Inverted Triangle,Winter,Business,Kurti,Navy Blue
Women,Hourglass,Summer,Business,Kurti,Purple
Women,Inverted Triangle,Summer,Ethnic,Kurti,Grey
Women,Rectangle,Spring,Business,Jacket,Purple
Men,Apple,Summer,Casual,Kurta,Navy Blue
Men,Rectangle,Summer,Business,Shirt,Green
Men,Triangle,Winter,Ethnic,Sweatshirt,Pink
Women,Triangle,Summer,Ethnic,T-Shirt,Beige
Men,Apple,Winter,Gym/Sport,Blazer,Blue
Women,Round,Winter,Gym/Sport,T-Shirt,White
Men,Apple,Spring,Casual,Polo T-Shirt,Navy Blue
Women,Inverted Triangle,Spring,Party,Crop Top,Black
Women,Triangle,Autumn,Casual,Kurti,Yellow
Men,Triangle,Winter,Business,Kurta,Beige
Women,Triangle,Spring,Party,Jacket,Grey
Men,Triangle,Summer,Casual,Kurta,Yellow
Men,Triangle,Autumn,Ethnic,Kurta,White
Men,Triangle,Autumn,Ethnic,Hoodie,Black
Men,Apple,Winter,Business,Blazer,Black
Men,Triangle,Autumn,Casual,Blazer,Green
Women,Triangle,Winter,Gym/Sport,Shrug,Blue
Women,Inverted Triangle,Winter,Casual,Top,Beige
Women,Hourglass,Autumn,Gym/Sport,Blouse,Black
Men,Triangle,Winter,Gym/Sport,Blazer,Purple
Men,V-Shape,Autumn,Business,Polo T-Shirt,Pink
Women,Round,Winter,Ethnic,Kurti,Olive
Women,Round,Summer,Casual,Shrug,Black
Women,Triangle,Winter,Business,Kurti,Black
Men,Triangle,Spring,Ethnic,Polo T-Shirt,Blue
Men,V-Shape,Spring,Gym/Sport,Shirt,Black
Women,Triangle,Spring,Ethnic,Shrug,Black
Women,Triangle,Spring,Casual,Top,Green
Men,Apple,Autumn,Party,Sweatshirt,Pink
Women,Triangle,Summer,Party,Blouse,Black
Women,Inverted Triangle,Winter,Ethnic,Kurti,Black
Women,Triangle,Winter,Gym/Sport,Kurti,Navy Blue
Men,Rectangle,Winter,Gym/Sport,Blazer,Olive
Women,Rectangle,Winter,Casual,Blouse,Purple
Men,Triangle,Autumn,Business,Kurta,Black
Women,Hourglass,Winter,Party,Blouse,Pink
Women,Rectangle,Winter,Business,T-Shirt,Beige
Men,Triangle,Spring,Gym/Sport,Polo T-Shirt,Grey
Men,Apple,Spring,Business,Sweatshirt,White
Women,Rectangle,Autumn,Casual,Shrug,Green
Women,Rectangle,Autumn,Gym/Sport,Top,Olive
Women,Round,Spring,Business,Crop Top,Green
Men,Triangle,Spring,Business,Shirt,Red
Women,Inverted Triangle,Summer,Party,Jacket,Navy Blue
Men,Apple,Winter,Business,Polo T-Shirt,Purple
Women,Rectangle,Spring,Gym/Sport,Sweater,Navy Blue
Women,Rectangle,Autumn,Business,T-Shirt,Yellow
Women,Inverted Triangle,Winter,Party,Shrug,Navy Blue
Women,Inverted Triangle,Autumn,Business,Kurti,Olive
Men,Triangle,Winter,Party,Blazer,Beige
Women,Inverted Triangle,Spring,Ethnic,Crop Top,Olive
Men,Triangle,Winter,Gym/Sport,Kurta,Navy Blue
Women,Round,Spring,Gym/Sport,Kurti,Yellow
Men,Apple,Summer,Gym/Sport,Kurta,Yellow
Women,Inverted Triangle,Winter,Business,Shrug,Olive
Women,Round,Autumn,Ethnic,Sweater,Navy Blue
Men,V-Shape,Autumn,Party,Jacket,Grey
Women,Inverted Triangle,Autumn,Ethnic,Sweater,Pink
Men,Rectangle,Autumn,Party,Kurta,Black
Women,Hourglass,Winter,Casual,Kurti,Pink
Men,Apple,Spring,Gym/Sport,Blazer,Navy Blue
Men,Rectangle,Spring,Party,Blazer,Blue
Women,Round,Autumn,Casual,Kurti,Pink
Men,Apple,Spring,Party,Blazer,Purple
Women,Rectangle,Summer,Ethnic,Jacket,Red
Women,Round,Winter,Business,Kurti,Grey
Men,Apple,Autumn,Business,Shirt,Pink
Men,Apple,Summer,Ethnic,Hoodie,Green
Women,Round,Winter,Party,Shrug,Red
Women,Round,Winter,Party,Kurti,Red
Women,Triangle,Summer,Gym/Sport,Shrug,White
Women,Rectangle,Spring,Gym/Sport,Crop Top,Grey
Men,Triangle,Summer,Gym/Sport,Shirt,Pink
Men,Apple,Summer,Casual,T-Shirt,Purple
Men,Rectangle,Spring,Gym/Sport,Jacket,Beige
