gender,body_type,season,occasion,accessories
Men,V-Shape,Spring,Party,Leather Shoes
Women,Triangle,Winter,Ethnic,Handbag
Men,V-Shape,Winter,Casual,Leather Shoes
Men,Rectangle,Spring,Casual,Cufflinks
Women,Rectangle,Summer,Casual,Belt
Men,V-Shape,Summer,Gym/Sport,Cap
Women,Triangle,Summer,Business,Earrings
Women,Round,Spring,Ethnic,Clutch
Women,Triangle,Summer,Gym/Sport,Belt
Men,Rectangle,Autumn,Ethnic,Tie
Women,Inverted Triangle,Spring,Casual,Clutch
Men,Triangle,Winter,Ethnic,Leather Shoes
Men,Apple,Winter,Gym/Sport,Leather Shoes
Men,V-Shape,Autumn,Ethnic,Watch
Women,Rectangle,Spring,Gym/Sport,Watch
Women,Inverted Triangle,Spring,Ethnic,Clutch
Women,Triangle,Winter,Casual,Belt
Women,Inverted Triangle,Spring,Party,Earrings
Women,Triangle,Spring,Party,Scarf
Men,V-Shape,Summer,Business,Cap
Men,V-Shape,Spring,Gym/Sport,Sneakers
Men,V-Shape,Autumn,Gym/Sport,Watch
Men,Rectangle,Winter,Gym/Sport,Sneakers
Men,Rectangle,Winter,Casual,Watch
Women,Rectangle,Summer,Gym/Sport,Earrings
Women,Hourglass,Summer,Party,Earrings
Men,Triangle,Spring,Gym/Sport,Watch
Women,Hourglass,Summer,Business,Heels
Men,Triangle,Summer,Party,Leather Shoes
Men,Apple,Autumn,Party,Sneakers
Men,Triangle,Autumn,Gym/Sport,Watch
Men,Apple,Summer,Party,Tie
Men,Rectangle,Spring,Casual,Tie
Women,Rectangle,Winter,Ethnic,Scarf
Women,Hourglass,Summer,Casual,Handbag
Men,Rectangle,Winter,Party,Sneakers
Women,Inverted Triangle,Spring,Ethnic,Earrings
Men,V-Shape,Winter,Casual,Leather Shoes
Women,Hourglass,Summer,Business,Earrings
Women,Hourglass,Summer,Gym/Sport,Clutch
Men,Apple,Autumn,Casual,Sneakers
Men,V-Shape,Spring,Business,Cap
Women,Inverted Triangle,Autumn,Casual,Handbag
Women,Round,Spring,Ethnic,Handbag
Men,Apple,Summer,Ethnic,Cap
Men,V-Shape,Winter,Casual,Tie
Men,Triangle,Summer,Casual,Tie
Men,V-Shape,Summer,Business,Tie
Women,Rectangle,Winter,Gym/Sport,Belt
Men,Apple,Autumn,Party,Cap
Men,Apple,Summer,Party,Cufflinks
Men,Rectangle,Winter,Gym/Sport,Tie
Women,Round,Winter,Business,Heels
Men,Apple,Spring,Gym/Sport,Leather Shoes
Women,Round,Spring,Gym/Sport,Handbag
Women,Round,Autumn,Casual,Heels
Men,Apple,Summer,Party,Cap
Men,Triangle,Winter,Party,Watch
Women,Rectangle,Summer,Business,Handbag
Women,Hourglass,Spring,Ethnic,Scarf
Men,Rectangle,Autumn,Gym/Sport,Cap
Women,Round,Summer,Casual,Belt
Women,Hourglass,Autumn,Gym/Sport,Watch
Men,Apple,Autumn,Business,Tie
Women,Round,Summer,Business,Handbag
Women,Triangle,Autumn,Business,Clutch
Men,Apple,Summer,Gym/Sport,Watch
Women,Round,Autumn,Party,Earrings
Men,Apple,Winter,Party,Cufflinks
Men,Rectangle,Autumn,Party,Watch
Women,Hourglass,Spring,Gym/Sport,Belt
Women,Inverted Triangle,Spring,Gym/Sport,Clutch
Men,Apple,Spring,Casual,Cufflinks
Men,V-Shape,Autumn,Gym/Sport,Cap
Men,Triangle,Winter,Party,Leather Shoes
Women,Round,Spring,Party,Handbag
Men,Triangle,Spring,Gym/Sport,Leather Shoes
Women,Round,Winter,Casual,Handbag
Women,Inverted Triangle,Summer,Casual,Belt
Women,Rectangle,Summer,Party,Handbag
Women,Triangle,Autumn,Ethnic,Handbag
Women,Inverted Triangle,Summer,Casual,Watch
Women,Hourglass,Autumn,Ethnic,Clutch
Women,Round,Spring,Gym/Sport,Handbag
Men,Triangle,Summer,Party,Leather Shoes
Men,Rectangle,Winter,Casual,Sneakers
Men,V-Shape,Autumn,Business,Cap
Women,Round,Autumn,Gym/Sport,Belt
Women,Round,Spring,Business,Earrings
Women,Triangle,Winter,Casual,Scarf
Men,Triangle,Autumn,Casual,Cufflinks
Men,Triangle,Winter,Casual,Sneakers
Women,Round,Summer,Business,Watch
Women,Hourglass,Autumn,Party,Handbag
Men,Apple,Summer,Gym/Sport,Cap
Men,Rectangle,Winter,Gym/Sport,Sneakers
Women,Rectangle,Summer,Party,Earrings
Women,Rectangle,Winter,Gym/Sport,Handbag
Women,Triangle,Autumn,Casual,Belt
Women,Triangle,Autumn,Business,Heels
Women,Triangle,Spring,Business,Handbag
Men,Apple,Summer,Casual,Leather Shoes
Men,Apple,Winter,Party,Sneakers
Women,Rectangle,Spring,Party,Belt
Women,Triangle,Summer,Gym/Sport,Watch
Women,Round,Autumn,Ethnic,Belt
Women,Inverted Triangle,Spring,Casual,Handbag
Women,Rectangle,Winter,Casual,Handbag
Men,Apple,Autumn,Business,Watch
Men,Rectangle,Autumn,Party,Tie
Women,Hourglass,Autumn,Casual,Watch
Men,Rectangle,Winter,Business,Cap
Men,Rectangle,Autumn,Business,Watch
Women,Inverted Triangle,Spring,Party,Earrings
Women,Round,Spring,Casual,Handbag
Men,Triangle,Winter,Gym/Sport,Cufflinks
Women,Hourglass,Summer,Business,Watch
Women,Hourglass,Autumn,Party,Scarf
Women,Inverted Triangle,Summer,Gym/Sport,Heels
Women,Inverted Triangle,Winter,Gym/Sport,Handbag
Women,Rectangle,Summer,Casual,Earrings
Women,Rectangle,Summer,Party,Clutch
Women,Triangle,Spring,Ethnic,Clutch
Women,Hourglass,Spring,Casual,Handbag
Men,Rectangle,Summer,Party,Cap
Men,Triangle,Winter,Casual,Cufflinks
Men,Apple,Autumn,Party,Cufflinks
Women,Rectangle,Winter,Casual,Heels
Women,Rectangle,Autumn,Gym/Sport,Earrings
Women,Inverted Triangle,Spring,Casual,Scarf
Women,Hourglass,Winter,Ethnic,Scarf
Men,Triangle,Summer,Casual,Sneakers
Women,Hourglass,Autumn,Ethnic,Belt
Men,Triangle,Summer,Party,Sneakers
Women,Round,Summer,Ethnic,Belt
Men,Apple,Summer,Ethnic,Leather Shoes
Men,V-Shape,Spring,Gym/Sport,Watch
Women,Hourglass,Summer,Business,Clutch
Women,Inverted Triangle,Summer,Casual,Scarf
Men,Rectangle,Autumn,Party,Leather Shoes
Women,Triangle,Winter,Casual,Clutch
Women,Hourglass,Autumn,Party,Heels
Women,Inverted Triangle,Summer,Gym/Sport,Belt
Women,Triangle,Spring,Casual,Earrings
Women,Triangle,Spring,Gym/Sport,Belt
Women,Rectangle,Winter,Ethnic,Heels
Women,Round,Spring,Ethnic,Earrings
Men,Rectangle,Spring,Gym/Sport,Cufflinks
Women,Inverted Triangle,Autumn,Party,Handbag
Men,Rectangle,Summer,Party,Cufflinks
Women,Inverted Triangle,Spring,Casual,Watch
Women,Triangle,Autumn,Casual,Scarf
Men,Triangle,Summer,Casual,Sneakers
Women,Triangle,Summer,Business,Watch
Women,Hourglass,Summer,Party,Handbag
Women,Hourglass,Winter,Gym/Sport,Clutch
Men,Rectangle,Winter,Gym/Sport,Sneakers
Men,Apple,Winter,Casual,Sneakers
Men,Rectangle,Summer,Business,Leather Shoes
Women,Round,Summer,Ethnic,Heels
Men,V-Shape,Spring,Party,Cap
Women,Rectangle,Winter,Party,Belt
Women,Inverted Triangle,Summer,Gym/Sport,Watch
Men,V-Shape,Autumn,Gym/Sport,Cufflinks
Men,Triangle,Summer,Gym/Sport,Cufflinks
Women,Rectangle,Autumn,Casual,Scarf
Men,Apple,Autumn,Party,Watch
Women,Round,Winter,Ethnic,Clutch
Men,Triangle,Spring,Business,Sneakers
Women,Inverted Triangle,Winter,Business,Heels
Women,Triangle,Autumn,Casual,Earrings
Women,Triangle,Spring,Ethnic,Scarf
Women,Triangle,Autumn,Party,Watch
Men,Apple,Autumn,Business,Cap
Men,Triangle,Spring,Casual,Cufflinks
Women,Inverted Triangle,Winter,Casual,Belt
Men,Triangle,Spring,Ethnic,Watch
Men,Triangle,Autumn,Casual,Cap
Men,V-Shape,Summer,Gym/Sport,Cufflinks
Women,Inverted Triangle,Spring,Business,Belt
Men,Triangle,Spring,Business,Tie
Women,Triangle,Autumn,Ethnic,Clutch
Women,Hourglass,Summer,Ethnic,Earrings
Men,Rectangle,Autumn,Casual,Watch
Men,V-Shape,Winter,Business,Cap
Men,Apple,Winter,Ethnic,Watch
Men,Triangle,Summer,Business,Leather Shoes
Men,Rectangle,Autumn,Casual,Cap
Men,Rectangle,Winter,Ethnic,Cap
Women,Rectangle,Spring,Casual,Heels
Women,Inverted Triangle,Autumn,Gym/Sport,Heels
Men,Apple,Spring,Business,Cap
Women,Inverted Triangle,Spring,Business,Heels
Women,Triangle,Winter,Business,Clutch
Men,Rectangle,Summer,Casual,Watch
Men,Apple,Summer,Business,Sneakers
Women,Round,Winter,Gym/Sport,Earrings
Men,V-Shape,Winter,Ethnic,Leather Shoes
Men,Triangle,Summer,Party,Sneakers
Women,Rectangle,Spring,Gym/Sport,Scarf
Women,Rectangle,Autumn,Casual,Earrings
Men,Rectangle,Summer,Ethnic,Cap
Men,Rectangle,Summer,Gym/Sport,Leather Shoes
Men,Rectangle,Spring,Gym/Sport,Tie
Men,Triangle,Spring,Casual,Cap
Men,Triangle,Winter,Gym/Sport,Tie
Men,V-Shape,Autumn,Casual,Cufflinks
Women,Inverted Triangle,Summer,Casual,Watch
Men,V-Shape,Winter,Party,Cufflinks
Women,Triangle,Autumn,Casual,Handbag
Women,Rectangle,Summer,Gym/Sport,Belt
Men,Rectangle,Autumn,Gym/Sport,Leather Shoes
Women,Hourglass,Autumn,Ethnic,Belt
Women,Rectangle,Spring,Party,Earrings
Men,Apple,Summer,Party,Tie
Women,Rectangle,Summer,Casual,Handbag
Women,Triangle,Winter,Business,Scarf
Men,V-Shape,Autumn,Business,Tie
Women,Hourglass,Autumn,Ethnic,Scarf
Men,Triangle,Winter,Party,Cufflinks
Men,Triangle,Winter,Casual,Tie
Men,Apple,Summer,Casual,Cap
Men,Triangle,Summer,Casual,Cufflinks
Men,V-Shape,Spring,Casual,Leather Shoes
Women,Inverted Triangle,Winter,Ethnic,Clutch
Men,Rectangle,Autumn,Party,Cufflinks
Men,Triangle,Winter,Party,Leather Shoes
Women,Rectangle,Winter,Business,Belt
Men,Rectangle,Winter,Gym/Sport,Cap
Men,Apple,Spring,Gym/Sport,Leather Shoes
Men,V-Shape,Winter,Ethnic,Cufflinks
Men,Triangle,Summer,Casual,Cap
Men,Apple,Spring,Business,Leather Shoes
Men,V-Shape,Autumn,Business,Tie
Women,Triangle,Spring,Business,Handbag
Men,Triangle,Autumn,Business,Sneakers
Women,Rectangle,Summer,Party,Handbag
Women,Inverted Triangle,Autumn,Ethnic,Belt
Women,Triangle,Autumn,Casual,Watch
Women,Rectangle,Autumn,Business,Earrings
Men,V-Shape,Autumn,Party,Tie
Women,Hourglass,Spring,Ethnic,Belt
Men,Rectangle,Summer,Gym/Sport,Watch
Women,Inverted Triangle,Autumn,Casual,Watch
Men,V-Shape,Autumn,Ethnic,Cap
Women,Rectangle,Autumn,Ethnic,Watch
Women,Rectangle,Autumn,Ethnic,Belt
Women,Triangle,Spring,Ethnic,Clutch
Women,Hourglass,Summer,Gym/Sport,Heels
Men,Apple,Summer,Ethnic,Watch
Women,Rectangle,Autumn,Party,Scarf
Women,Triangle,Winter,Party,Heels
Men,Rectangle,Summer,Ethnic,Cap
Men,Triangle,Summer,Party,Leather Shoes
Men,Triangle,Autumn,Ethnic,Cap
Men,Triangle,Winter,Casual,Tie
Women,Inverted Triangle,Spring,Gym/Sport,Scarf
Women,Rectangle,Spring,Party,Heels
Women,Triangle,Summer,Gym/Sport,Clutch
Women,Triangle,Summer,Casual,Watch
Men,Triangle,Autumn,Gym/Sport,Cufflinks
Men,V-Shape,Autumn,Gym/Sport,Tie
Women,Round,Summer,Party,Watch
Women,Round,Summer,Casual,Heels
Women,Hourglass,Autumn,Casual,Handbag
Women,Inverted Triangle,Autumn,Business,Handbag
Men,Apple,Autumn,Party,Cufflinks
Men,Rectangle,Summer,Casual,Cap
Women,Triangle,Winter,Gym/Sport,Clutch
Men,Rectangle,Winter,Ethnic,Cap
Women,Round,Winter,Party,Clutch
Men,V-Shape,Winter,Casual,Watch
Men,Triangle,Winter,Gym/Sport,Cap
Women,Hourglass,Autumn,Gym/Sport,Watch
Women,Hourglass,Spring,Ethnic,Earrings
Women,Inverted Triangle,Spring,Party,Scarf
Men,V-Shape,Autumn,Casual,Watch
Women,Round,Summer,Casual,Clutch
Women,Inverted Triangle,Autumn,Ethnic,Earrings
Men,Rectangle,Autumn,Casual,Leather Shoes
Women,Round,Summer,Ethnic,Earrings
Women,Round,Summer,Business,Scarf
Men,Rectangle,Spring,Gym/Sport,Cufflinks
Men,Apple,Spring,Gym/Sport,Cap
Men,V-Shape,Spring,Gym/Sport,Leather Shoes
Women,Rectangle,Summer,Ethnic,Handbag
Men,Rectangle,Winter,Casual,Leather Shoes
Men,Rectangle,Spring,Party,Sneakers
Men,Apple,Winter,Gym/Sport,Cufflinks
Men,Rectangle,Summer,Gym/Sport,Tie
Men,Apple,Winter,Party,Watch
Women,Rectangle,Autumn,Casual,Clutch
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Men,Apple,Spring,Gym/Sport,Tie
Women,Round,Summer,Ethnic,Belt
Men,V-Shape,Autumn,Ethnic,Cufflinks
Men,Rectangle,Winter,Casual,Cufflinks
Men,Triangle,Summer,Party,Watch
Women,Hourglass,Autumn,Ethnic,Heels
Men,Rectangle,Autumn,Ethnic,Cufflinks
Men,V-Shape,Spring,Party,Sneakers
Women,Hourglass,Summer,Casual,Earrings
Men,Rectangle,Spring,Business,Leather Shoes
Men,Rectangle,Spring,Casual,Cap
Men,Rectangle,Autumn,Party,Tie
Women,Triangle,Winter,Gym/Sport,Earrings
Women,Triangle,Autumn,Casual,Scarf
Women,Hourglass,Autumn,Business,Watch
Women,Round,Autumn,Casual,Watch
Women,Triangle,Spring,Ethnic,Belt
Men,Rectangle,Winter,Gym/Sport,Tie
Women,Hourglass,Summer,Casual,Earrings
Women,Triangle,Summer,Party,Watch
Men,Triangle,Autumn,Casual,Cap
Women,Round,Spring,Ethnic,Heels
Men,Triangle,Summer,Gym/Sport,Tie
Men,Triangle,Spring,Business,Sneakers
Women,Triangle,Winter,Business,Clutch
Women,Triangle,Winter,Gym/Sport,Clutch
Women,Triangle,Summer,Ethnic,Belt
Men,Apple,Winter,Party,Tie
Men,V-Shape,Winter,Business,Leather Shoes
Women,Round,Winter,Party,Handbag
Men,Apple,Autumn,Party,Leather Shoes
Men,Triangle,Winter,Business,Watch
Men,Rectangle,Winter,Party,Sneakers
Women,Hourglass,Winter,Casual,Scarf
Men,Apple,Autumn,Gym/Sport,Leather Shoes
Men,Rectangle,Spring,Party,Cap
Women,Inverted Triangle,Spring,Party,Earrings
Women,Rectangle,Winter,Gym/Sport,Earrings
Women,Hourglass,Spring,Gym/Sport,Belt
Men,Apple,Winter,Casual,Sneakers
Men,V-Shape,Summer,Ethnic,Watch
Women,Rectangle,Autumn,Business,Heels
Women,Rectangle,Summer,Business,Clutch
Men,Triangle,Spring,Ethnic,Sneakers
Women,Round,Winter,Party,Heels
Women,Triangle,Autumn,Business,Earrings
Women,Hourglass,Summer,Gym/Sport,Clutch
Men,Apple,Spring,Casual,Sneakers
Women,Inverted Triangle,Spring,Casual,Scarf
Women,Hourglass,Autumn,Gym/Sport,Earrings
Men,Triangle,Summer,Gym/Sport,Cufflinks
Women,Hourglass,Autumn,Gym/Sport,Scarf
Women,Triangle,Summer,Ethnic,Clutch
Women,Triangle,Summer,Party,Handbag
Men,V-Shape,Winter,Ethnic,Cufflinks
Women,Round,Winter,Gym/Sport,Scarf
Women,Triangle,Winter,Casual,Handbag
Women,Round,Winter,Business,Belt
Women,Inverted Triangle,Winter,Casual,Clutch
Women,Hourglass,Spring,Gym/Sport,Watch
Men,Rectangle,Summer,Business,Cufflinks
Women,Inverted Triangle,Summer,Party,Scarf
Men,Apple,Autumn,Party,Cufflinks
Men,V-Shape,Spring,Business,Tie
Women,Hourglass,Autumn,Gym/Sport,Handbag
Women,Triangle,Autumn,Casual,Heels
Women,Hourglass,Autumn,Casual,Scarf
Men,Apple,Autumn,Business,Cap
Women,Inverted Triangle,Winter,Party,Earrings
Women,Rectangle,Winter,Business,Belt
Men,Rectangle,Autumn,Ethnic,Cap
Men,Apple,Summer,Gym/Sport,Cufflinks
Women,Round,Autumn,Party,Handbag
Men,Apple,Autumn,Business,Watch
Men,V-Shape,Spring,Party,Sneakers
Women,Inverted Triangle,Autumn,Casual,Watch
Men,Apple,Autumn,Casual,Cap
Women,Round,Spring,Gym/Sport,Watch
Men,Rectangle,Summer,Ethnic,Cap
Men,Rectangle,Autumn,Gym/Sport,Watch
Women,Hourglass,Summer,Gym/Sport,Clutch
Men,V-Shape,Autumn,Business,Watch
Women,Round,Summer,Party,Heels
Women,Rectangle,Summer,Business,Belt
Women,Round,Autumn,Business,Earrings
Men,V-Shape,Autumn,Gym/Sport,Sneakers
Men,V-Shape,Winter,Gym/Sport,Cufflinks
Women,Rectangle,Winter,Gym/Sport,Clutch
Women,Round,Winter,Business,Belt
Women,Round,Winter,Casual,Earrings
Men,Triangle,Winter,Casual,Tie
Women,Triangle,Spring,Casual,Clutch
Women,Triangle,Autumn,Casual,Heels
Women,Triangle,Winter,Ethnic,Clutch
Women,Hourglass,Summer,Ethnic,Heels
Women,Inverted Triangle,Summer,Party,Watch
Women,Hourglass,Spring,Gym/Sport,Handbag
Women,Rectangle,Spring,Casual,Belt
Women,Rectangle,Winter,Casual,Heels
Women,Rectangle,Summer,Casual,Heels
Men,Apple,Spring,Party,Tie
Women,Inverted Triangle,Summer,Casual,Watch
Men,Apple,Spring,Business,Watch
Women,Inverted Triangle,Spring,Business,Belt
Men,Triangle,Autumn,Business,Tie
Women,Triangle,Autumn,Gym/Sport,Heels
Men,Triangle,Winter,Ethnic,Watch
Men,V-Shape,Spring,Gym/Sport,Watch
Men,V-Shape,Summer,Party,Sneakers
Men,V-Shape,Spring,Gym/Sport,Tie
Men,Rectangle,Winter,Ethnic,Tie
Men,Apple,Spring,Casual,Cap
Men,Apple,Spring,Ethnic,Cufflinks
Men,V-Shape,Spring,Party,Leather Shoes
Women,Round,Spring,Ethnic,Belt
Women,Hourglass,Winter,Party,Earrings
Men,V-Shape,Summer,Business,Tie
Men,Apple,Winter,Party,Cufflinks
Men,V-Shape,Spring,Party,Cufflinks
Women,Inverted Triangle,Summer,Party,Heels
Women,Inverted Triangle,Spring,Ethnic,Belt
Men,V-Shape,Autumn,Business,Leather Shoes
Men,Apple,Winter,Gym/Sport,Tie
Men,Triangle,Summer,Business,Leather Shoes
Men,Rectangle,Summer,Business,Tie
Men,Apple,Autumn,Casual,Sneakers
Women,Hourglass,Winter,Gym/Sport,Scarf
Women,Triangle,Autumn,Ethnic,Scarf
Women,Round,Winter,Business,Heels
Men,Rectangle,Summer,Casual,Leather Shoes
Men,Apple,Autumn,Party,Cap
Women,Rectangle,Spring,Business,Earrings
Women,Inverted Triangle,Spring,Ethnic,Handbag
Men,Apple,Winter,Party,Watch
Men,Rectangle,Summer,Party,Tie
Women,Inverted Triangle,Winter,Ethnic,Belt
Men,Apple,Spring,Casual,Watch
Women,Inverted Triangle,Spring,Business,Watch
Women,Rectangle,Summer,Gym/Sport,Heels
Men,Rectangle,Winter,Casual,Cufflinks
Women,Hourglass,Autumn,Party,Scarf
Men,Triangle,Summer,Gym/Sport,Sneakers
Women,Triangle,Winter,Party,Clutch
Women,Triangle,Winter,Business,Clutch
Men,Triangle,Spring,Party,Tie
Men,Triangle,Spring,Casual,Cap
Men,V-Shape,Summer,Ethnic,Watch
Men,Triangle,Spring,Party,Tie
Men,V-Shape,Winter,Gym/Sport,Sneakers
Men,Rectangle,Spring,Ethnic,Cufflinks
Women,Round,Summer,Ethnic,Watch
Men,Apple,Spring,Ethnic,Cap
Women,Rectangle,Autumn,Casual,Handbag
Women,Rectangle,Autumn,Casual,Heels
Men,Triangle,Autumn,Party,Cufflinks
Women,Inverted Triangle,Spring,Gym/Sport,Handbag
Men,Triangle,Autumn,Gym/Sport,Cap
Men,Rectangle,Summer,Gym/Sport,Watch
Women,Inverted Triangle,Spring,Business,Heels
Men,V-Shape,Winter,Party,Sneakers
Women,Inverted Triangle,Summer,Casual,Handbag
Men,Apple,Spring,Party,Cufflinks
Men,Apple,Autumn,Casual,Cufflinks
Women,Round,Autumn,Casual,Belt
Men,Triangle,Spring,Party,Tie
Women,Inverted Triangle,Summer,Business,Clutch
Men,Rectangle,Summer,Gym/Sport,Cufflinks
Men,Rectangle,Winter,Gym/Sport,Cufflinks
Women,Inverted Triangle,Spring,Ethnic,Watch
Women,Rectangle,Winter,Party,Handbag
Men,Apple,Spring,Gym/Sport,Watch
Women,Round,Winter,Party,Watch
Women,Inverted Triangle,Winter,Gym/Sport,Handbag
Women,Inverted Triangle,Autumn,Ethnic,Handbag
Women,Inverted Triangle,Autumn,Party,Heels
Women,Round,Autumn,Party,Clutch
Men,Apple,Winter,Party,Sneakers
Men,Triangle,Winter,Ethnic,Leather Shoes
Women,Hourglass,Winter,Casual,Watch
Men,Rectangle,Summer,Gym/Sport,Watch
Men,Rectangle,Autumn,Ethnic,Sneakers
Men,V-Shape,Spring,Gym/Sport,Leather Shoes
Women,Triangle,Summer,Business,Clutch
Women,Rectangle,Winter,Business,Scarf
Men,Apple,Autumn,Business,Cufflinks
Women,Inverted Triangle,Winter,Casual,Scarf
Men,Triangle,Autumn,Casual,Cap
Men,V-Shape,Autumn,Party,Tie
Women,Triangle,Winter,Ethnic,Clutch
Men,Apple,Autumn,Gym/Sport,Cufflinks
Women,Round,Winter,Party,Scarf
Women,Round,Summer,Business,Earrings
Men,Triangle,Summer,Party,Watch
Women,Triangle,Summer,Gym/Sport,Watch
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Women,Round,Autumn,Party,Heels
Women,Inverted Triangle,Spring,Casual,Handbag
Women,Inverted Triangle,Spring,Ethnic,Heels
Women,Rectangle,Autumn,Casual,Handbag
Women,Inverted Triangle,Autumn,Gym/Sport,Clutch
Women,Round,Autumn,Casual,Watch
Women,Rectangle,Winter,Business,Clutch
Men,Triangle,Winter,Party,Cufflinks
Women,Inverted Triangle,Spring,Business,Scarf
Men,Triangle,Winter,Party,Leather Shoes
Men,Rectangle,Winter,Ethnic,Leather Shoes
Men,Triangle,Summer,Ethnic,Sneakers
Women,Rectangle,Winter,Business,Watch
Women,Inverted Triangle,Summer,Party,Clutch
Women,Hourglass,Spring,Casual,Heels
Men,Rectangle,Summer,Party,Watch
Men,Rectangle,Spring,Gym/Sport,Watch
Men,Apple,Winter,Business,Cap
Women,Rectangle,Autumn,Party,Scarf
Women,Inverted Triangle,Summer,Gym/Sport,Clutch
Men,Triangle,Spring,Party,Cufflinks
Men,Triangle,Spring,Gym/Sport,Cufflinks
Women,Hourglass,Summer,Business,Handbag
Men,Apple,Winter,Party,Watch
Men,Rectangle,Spring,Gym/Sport,Watch
Women,Rectangle,Spring,Casual,Belt
Men,Rectangle,Winter,Gym/Sport,Tie
Women,Round,Spring,Business,Clutch
Men,Apple,Spring,Casual,Sneakers
Men,Apple,Spring,Gym/Sport,Sneakers
Women,Triangle,Autumn,Ethnic,Scarf
Men,Apple,Winter,Gym/Sport,Leather Shoes
Men,Triangle,Spring,Business,Tie
Men,Apple,Summer,Ethnic,Cufflinks
Women,Triangle,Autumn,Ethnic,Heels
Women,Round,Winter,Casual,Watch
Women,Hourglass,Winter,Casual,Earrings
Men,Rectangle,Autumn,Party,Cufflinks
Men,Apple,Autumn,Business,Cap
Women,Rectangle,Autumn,Party,Earrings
Women,Hourglass,Spring,Gym/Sport,Watch
Women,Rectangle,Winter,Casual,Heels
Women,Inverted Triangle,Spring,Ethnic,Belt
Women,Triangle,Winter,Party,Belt
Men,Triangle,Summer,Gym/Sport,Cufflinks
Women,Round,Spring,Party,Scarf
Women,Triangle,Spring,Ethnic,Handbag
Women,Inverted Triangle,Autumn,Ethnic,Handbag
Men,Apple,Winter,Ethnic,Leather Shoes
Men,Apple,Summer,Casual,Tie
Men,Triangle,Autumn,Business,Sneakers
Women,Rectangle,Autumn,Gym/Sport,Watch
Women,Rectangle,Autumn,Party,Handbag
Women,Inverted Triangle,Summer,Gym/Sport,Earrings
Men,V-Shape,Spring,Business,Cap
Men,V-Shape,Autumn,Casual,Sneakers
Women,Round,Spring,Party,Handbag
Men,Triangle,Summer,Ethnic,Cap
Men,Rectangle,Winter,Gym/Sport,Sneakers
Men,V-Shape,Winter,Gym/Sport,Tie
Women,Hourglass,Summer,Casual,Watch
Women,Hourglass,Summer,Casual,Clutch
Men,Rectangle,Autumn,Gym/Sport,Cap
Women,Rectangle,Autumn,Gym/Sport,Scarf
Men,Triangle,Autumn,Gym/Sport,Sneakers
Women,Hourglass,Summer,Gym/Sport,Earrings
Women,Hourglass,Autumn,Business,Clutch
Men,Rectangle,Winter,Gym/Sport,Leather Shoes
Women,Hourglass,Autumn,Business,Clutch
Men,Apple,Winter,Business,Tie
Men,V-Shape,Autumn,Party,Sneakers
Women,Inverted Triangle,Winter,Gym/Sport,Scarf
Women,Rectangle,Autumn,Casual,Heels
Women,Inverted Triangle,Winter,Party,Scarf
Men,Apple,Summer,Party,Leather Shoes
Men,Triangle,Winter,Party,Leather Shoes
Women,Hourglass,Autumn,Casual,Clutch
Men,Apple,Autumn,Party,Tie
Women,Hourglass,Summer,Casual,Clutch
Women,Rectangle,Winter,Party,Watch
Men,Triangle,Spring,Gym/Sport,Watch
Men,Apple,Spring,Gym/Sport,Watch
Women,Round,Summer,Gym/Sport,Clutch
Women,Inverted Triangle,Summer,Casual,Heels
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Women,Round,Spring,Business,Handbag
Women,Rectangle,Summer,Party,Clutch
Women,Inverted Triangle,Winter,Business,Scarf
Women,Triangle,Autumn,Party,Heels
Men,Apple,Autumn,Business,Watch
Women,Inverted Triangle,Spring,Gym/Sport,Handbag
Men,V-Shape,Winter,Gym/Sport,Watch
Men,Triangle,Summer,Casual,Leather Shoes
Women,Round,Spring,Gym/Sport,Earrings
Women,Hourglass,Spring,Ethnic,Watch
Women,Inverted Triangle,Summer,Ethnic,Watch
Men,Apple,Spring,Casual,Sneakers
Women,Rectangle,Spring,Gym/Sport,Heels
Women,Rectangle,Autumn,Ethnic,Watch
Women,Rectangle,Summer,Casual,Earrings
Men,Apple,Autumn,Ethnic,Watch
Women,Round,Summer,Party,Heels
Women,Triangle,Autumn,Casual,Clutch
Men,Rectangle,Winter,Party,Sneakers
Men,V-Shape,Autumn,Ethnic,Cufflinks
Men,Rectangle,Summer,Gym/Sport,Cufflinks
Women,Rectangle,Spring,Party,Belt
Women,Hourglass,Spring,Ethnic,Belt
Men,Apple,Autumn,Ethnic,Leather Shoes
Women,Round,Spring,Ethnic,Clutch
Men,Rectangle,Spring,Party,Tie
Men,V-Shape,Autumn,Party,Cap
Women,Inverted Triangle,Winter,Ethnic,Belt
Women,Rectangle,Spring,Business,Clutch
Men,Apple,Summer,Party,Leather Shoes
Men,Apple,Winter,Casual,Sneakers
Women,Hourglass,Summer,Gym/Sport,Earrings
Men,Triangle,Summer,Gym/Sport,Cufflinks
Women,Rectangle,Autumn,Business,Scarf
Men,Triangle,Spring,Party,Leather Shoes
Women,Round,Winter,Casual,Scarf
Women,Hourglass,Spring,Casual,Handbag
Men,Apple,Winter,Gym/Sport,Sneakers
Women,Rectangle,Summer,Party,Earrings
Men,Rectangle,Autumn,Ethnic,Sneakers
Men,Apple,Spring,Casual,Sneakers
